_RMSE_,lag_sector0,lag_sector1,lag_sector2,lag_sector3,lag_sector4,lag_sector5,lag_sector6,lag_sector7,gender,dummy_educ2,dummy_educ3,dummy_educ4,age,age_2,exper1,exper2,exper3,exper4,exper5,exper6,exper7
1.0835904102,0.1190466296,0.113028218,0.0583998511,3.4133225878,0.0620230182,0.0276149995,-0.00832138,0.0566647315,-0.080771746,0.0456538574,0.087172289,0.1229005252,-0.006841791,0.0000259085,0.0085448175,0.0326787223,0.2830402277,0.0068362415,0.0098613052,0.0076640181,0.0015569075
1.0835904102,0.0000440474,0.000034941,0.0000406533,0.0000402736,0.0000395868,0.0000405857,0.0000399856,0.0000405694,-7.316704E-6,-0.000016949,-0.000016369,-0.000014768,-3.922727E-6,1.3514733E-7,-1.769852E-6,-1.225905E-6,-7.581781E-7,-2.25577E-6,-1.076688E-6,-6.406208E-7,-3.810499E-7
1.0835904102,0.000034941,0.0003751875,0.0000467632,0.0000441484,0.0000461616,0.0000423401,0.0000428937,0.0000411746,-5.604686E-6,-0.000012005,-0.000011541,-9.968041E-6,-3.817378E-6,1.3235558E-7,-0.000042701,-2.229938E-6,-1.513291E-6,-2.68602E-6,-1.76466E-6,-1.297827E-6,-1.058887E-6
1.0835904102,0.0000406533,0.0000467632,0.0001528982,0.0000624201,0.0000498218,0.0000538148,0.0000528681,0.0000482296,-8.053717E-6,-0.000015832,-0.000014806,-0.000013361,-3.632289E-6,1.2595862E-7,-3.630791E-6,-0.00001252,-3.157497E-6,-3.345965E-6,-2.656773E-6,-2.222027E-6,-1.411955E-6
1.0835904102,0.0000402736,0.0000441484,0.0000624201,0.0003405706,0.0000488133,0.0000534767,0.0000525414,0.0000493419,-7.964311E-6,-0.000015596,-0.000015124,-0.000013775,-3.408887E-6,1.1971796E-7,-3.473259E-6,-3.899317E-6,-0.000029287,-3.384896E-6,-2.789049E-6,-2.320196E-6,-1.702854E-6
1.0835904102,0.0000395868,0.0000461616,0.0000498218,0.0000488133,0.0003019667,0.0000481761,0.0000527949,0.0000485433,-7.118999E-6,-0.000015582,-0.000014786,-0.000013059,-3.567843E-6,1.2332837E-7,-3.631741E-6,-2.51899E-6,-1.945179E-6,-0.000029331,-2.192634E-6,-2.282518E-6,-1.621155E-6
1.0835904102,0.0000405857,0.0000423401,0.0000538148,0.0000534767,0.0000481761,0.000167358,0.0000559529,0.0000497331,-7.701972E-6,-0.000017163,-0.000016033,-0.000013902,-3.518463E-6,1.2139265E-7,-2.900493E-6,-2.85166E-6,-2.28212E-6,-3.23545E-6,-0.000014151,-2.571121E-6,-1.572846E-6
1.0835904102,0.0000399856,0.0000428937,0.0000528681,0.0000525414,0.0000527949,0.0000559529,0.0003282122,0.0000512314,-7.284801E-6,-0.000016783,-0.000016256,-0.000014194,-3.515697E-6,1.2395672E-7,-3.174754E-6,-2.909977E-6,-2.347144E-6,-4.159347E-6,-3.119534E-6,-0.00003268,-1.896867E-6
1.0835904102,0.0000405694,0.0000411746,0.0000482296,0.0000493419,0.0000485433,0.0000497331,0.0000512314,0.0000911694,-9.453185E-6,-0.000016523,-0.000015869,-0.000013541,-3.649017E-6,1.2716196E-7,-2.55629E-6,-2.163676E-6,-1.872493E-6,-3.1899E-6,-2.164768E-6,-2.054073E-6,-5.944028E-6
1.0835904102,-7.316704E-6,-5.604686E-6,-8.053717E-6,-7.964311E-6,-7.118999E-6,-7.701972E-6,-7.284801E-6,-9.453185E-6,0.000020239,-1.620464E-6,-4.783981E-6,-4.522291E-6,-2.07067E-7,6.9238694E-9,1.0833533E-6,7.1252048E-7,1.1062635E-6,1.6516581E-6,6.2106334E-7,1.1360222E-6,3.8641796E-7
1.0835904102,-0.000016949,-0.000012005,-0.000015832,-0.000015596,-0.000015582,-0.000017163,-0.000016783,-0.000016523,-1.620464E-6,0.0000279023,0.0000179696,0.0000175876,1.4904779E-7,3.0015598E-9,3.5170621E-7,-3.593366E-7,-6.428862E-7,3.4857238E-7,-6.72302E-7,-4.49419E-7,-3.375807E-7
1.0835904102,-0.000016369,-0.000011541,-0.000014806,-0.000015124,-0.000014786,-0.000016033,-0.000016256,-0.000015869,-4.783981E-6,0.0000179696,0.0000407985,0.0000201837,2.9037287E-7,1.4003082E-9,2.5318034E-7,-2.166499E-7,-9.310237E-7,4.1513284E-7,-9.970093E-7,-7.452094E-7,-9.484897E-7
1.0835904102,-0.000014768,-9.968041E-6,-0.000013361,-0.000013775,-0.000013059,-0.000013902,-0.000014194,-0.000013541,-4.522291E-6,0.0000175876,0.0000201837,0.0000501246,1.450616E-7,2.4667064E-9,3.2050953E-7,-1.184219E-7,-9.725138E-7,5.0364884E-7,-5.57507E-7,-6.573323E-7,-1.444778E-6
1.0835904102,-3.922727E-6,-3.817378E-6,-3.632289E-6,-3.408887E-6,-3.567843E-6,-3.518463E-6,-3.515697E-6,-3.649017E-6,-2.07067E-7,1.4904779E-7,2.9037287E-7,1.450616E-7,1.0831192E-6,-4.384243E-8,-1.067716E-7,-1.030415E-7,-1.568212E-7,-1.3995E-7,-8.167688E-8,-1.676001E-7,-1.289303E-7
1.0835904102,1.3514733E-7,1.3235558E-7,1.2595862E-7,1.1971796E-7,1.2332837E-7,1.2139265E-7,1.2395672E-7,1.2716196E-7,6.9238694E-9,3.0015598E-9,1.4003082E-9,2.4667064E-9,-4.384243E-8,1.949652E-9,3.0333043E-9,3.0004589E-9,4.2362291E-9,3.8364376E-9,2.5979933E-9,3.7421429E-9,2.6518313E-9
1.0835904102,-1.769852E-6,-0.000042701,-3.630791E-6,-3.473259E-6,-3.631741E-6,-2.900493E-6,-3.174754E-6,-2.55629E-6,1.0833533E-6,3.5170621E-7,2.5318034E-7,3.2050953E-7,-1.067716E-7,3.0333043E-9,0.0000115294,3.7958022E-7,3.8142142E-7,3.6567472E-7,3.2390865E-7,3.7553527E-7,2.832352E-7
1.0835904102,-1.225905E-6,-2.229938E-6,-0.00001252,-3.899317E-6,-2.51899E-6,-2.85166E-6,-2.909977E-6,-2.163676E-6,7.1252048E-7,-3.593366E-7,-2.166499E-7,-1.184219E-7,-1.030415E-7,3.0004589E-9,3.7958022E-7,2.1770826E-6,4.2143048E-7,3.8412036E-7,3.6555057E-7,4.0363171E-7,3.0310851E-7
1.0835904102,-7.581781E-7,-1.513291E-6,-3.157497E-6,-0.000029287,-1.945179E-6,-2.28212E-6,-2.347144E-6,-1.872493E-6,1.1062635E-6,-6.428862E-7,-9.310237E-7,-9.725138E-7,-1.568212E-7,4.2362291E-9,3.8142142E-7,4.2143048E-7,4.9671075E-6,4.0113027E-7,3.8470441E-7,4.2983313E-7,3.5560854E-7
1.0835904102,-2.25577E-6,-2.68602E-6,-3.345965E-6,-3.384896E-6,-0.000029331,-3.23545E-6,-4.159347E-6,-3.1899E-6,1.6516581E-6,3.4857238E-7,4.1513284E-7,5.0364884E-7,-1.3995E-7,3.8364376E-9,3.6567472E-7,3.8412036E-7,4.0113027E-7,7.1648787E-6,3.5367052E-7,4.8823286E-7,3.1201856E-7
1.0835904102,-1.076688E-6,-1.76466E-6,-2.656773E-6,-2.789049E-6,-2.192634E-6,-0.000014151,-3.119534E-6,-2.164768E-6,6.2106334E-7,-6.72302E-7,-9.970093E-7,-5.57507E-7,-8.167688E-8,2.5979933E-9,3.2390865E-7,3.6555057E-7,3.8470441E-7,3.5367052E-7,2.8292345E-6,4.2800292E-7,3.271875E-7
1.0835904102,-6.406208E-7,-1.297827E-6,-2.222027E-6,-2.320196E-6,-2.282518E-6,-2.571121E-6,-0.00003268,-2.054073E-6,1.1360222E-6,-4.49419E-7,-7.452094E-7,-6.573323E-7,-1.676001E-7,3.7421429E-9,3.7553527E-7,4.0363171E-7,4.2983313E-7,4.8823286E-7,4.2800292E-7,5.642537E-6,3.8469785E-7
1.0835904102,-3.810499E-7,-1.058887E-6,-1.411955E-6,-1.702854E-6,-1.621155E-6,-1.572846E-6,-1.896867E-6,-5.944028E-6,3.8641796E-7,-3.375807E-7,-9.484897E-7,-1.444778E-6,-1.289303E-7,2.6518313E-9,2.832352E-7,3.0310851E-7,3.5560854E-7,3.1201856E-7,3.271875E-7,3.8469785E-7,1.1410574E-6
