Nobs,_NAME_,year95,year96,year97,year98,year99,year00,year01,year02,year03,year04,year05,gender,dummy_educ2,dummy_educ3,dummy_educ4,age,age_2,exper1,exper2,exper3,exper4,exper5,exper6,exper7
130950,year95,0.0650400916,0,0,0,0,0,0,0,0,0,0,0.0042688049,0.0235967927,0.0059030164,0.0035051546,0.7961359297,14.777334861,0.0104772814,0.0310500191,0.0101489118,0.2709049255,0.0188316151,0.0089728904,0.0652004582
130950,year96,0,0.0823214968,0,0,0,0,0,0,0,0,0,0.0049866361,0.0289194349,0.0065750286,0.0037953417,1.0406872852,19.783321879,0.0129362352,0.0386101565,0.0137762505,0.3178846888,0.0228636884,0.010729286,0.0843222604
130950,year97,0,0,0.089347079,0,0,0,0,0,0,0,0,0.0052539137,0.0320045819,0.0071477663,0.0040549828,1.1393127148,21.806269569,0.0125773196,0.0402520046,0.0141351661,0.3454219168,0.0248339061,0.0121344024,0.083024055
130950,year98,0,0,0,0.0951202749,0,0,0,0,0,0,0,0.0053990073,0.0350897289,0.0078045055,0.0042458954,1.2197938144,23.391859488,0.0113860252,0.041458572,0.013783887,0.3634516991,0.0261015655,0.0146620848,0.0813516609
130950,year99,0,0,0,0,0.1004123711,0,0,0,0,0,0,0.0059259259,0.0389156166,0.0084994273,0.0044979,1.2886827033,24.652668958,0.0126307751,0.0406032837,0.0143108057,0.3789385262,0.0284154257,0.0163802978,0.0789385262
130950,year00,0,0,0,0,0,0.0898510882,0,0,0,0,0,0.0058571974,0.0359450172,0.0084917908,0.0048033601,1.1603054601,22.217350134,0.0103780069,0.0323634975,0.0108896525,0.3478045055,0.0250019091,0.013997709,0.0653913708
130950,year01,0,0,0,0,0,0,0.0928827797,0,0,0,0,0.0061168385,0.0382970599,0.0095532646,0.0045666285,1.2048109966,23.110668194,0.0108743795,0.0311340206,0.0108132875,0.3579686903,0.0266972127,0.0163802978,0.0651317297
130950,year02,0,0,0,0,0,0,0,0.0978846888,0,0,0,0.0064070256,0.0413058419,0.010637648,0.0044138984,1.2702710958,24.563573883,0.0122565865,0.0315845743,0.0100343643,0.3820847652,0.0287590683,0.0160442917,0.0654830088
130950,year03,0,0,0,0,0,0,0,0,0.0988239786,0,0,0.0063764796,0.0421916762,0.0112714777,0.004543719,1.2988468881,25.305643375,0.0125085911,0.0305536464,0.0092936235,0.3930355097,0.0268193967,0.0162962963,0.0617105766
130950,year04,0,0,0,0,0,0,0,0,0,0.0923787705,0,0.0060710195,0.0407331042,0.0115922108,0.0041160748,1.2294387171,24.076219931,0.0113478427,0.0270179458,0.0083925162,0.3869644903,0.0243833524,0.0152195494,0.0591981672
130950,year05,0,0,0,0,0,0,0,0,0,0,0.0959373807,0.006216113,0.0429247805,0.0124245895,0.0042917144,1.3013516609,25.742848415,0.0109049255,0.0271019473,0.0074532264,0.40310042,0.0265139366,0.0144406262,0.059877816
130950,gender,0.0042688049,0.0049866361,0.0052539137,0.0053990073,0.0059259259,0.0058571974,0.0061168385,0.0064070256,0.0063764796,0.0060710195,0.006216113,0.0628789614,0.0161206567,0.0218480336,0.0131882398,0.7179381443,12.812035128,0.0034898816,0.0146926308,0.0059411989,0.2368766705,0.0284306987,0.0083696067,0.0686979763
130950,dummy_educ2,0.0235967927,0.0289194349,0.0320045819,0.0350897289,0.0389156166,0.0359450172,0.0382970599,0.0413058419,0.0421916762,0.0407331042,0.0429247805,0.0161206567,0.399923635,0,0,4.8456128293,89.748888889,0.0481786942,0.1797556319,0.0588239786,1.4611989309,0.1362352043,0.0708132875,0.3126307751
