_RMSE_,year95,year96,year97,year98,year99,year00,year01,year02,year03,year04,year05,gender,dummy_educ2,dummy_educ3,dummy_educ4,age,age_2,exper1,exper2,exper3,exper4,exper5,exper6,exper7
0.1492431117,0.0338460826,0.0347898975,0.035044139,0.0351817714,0.0299397545,0.0299217605,0.0303578757,0.0297094265,0.0270163564,0.0276481565,0.0289980613,-0.012659118,-0.00547223,-0.009611309,-0.010297378,-0.000345086,1.0754294E-6,-0.002317725,-0.001594828,-0.00141983,0.0825251824,-0.001687207,-0.001724839,-0.001136087
0.1492431117,1.2599574E-7,5.3161295E-8,5.3570826E-8,5.3988511E-8,5.4336786E-8,5.470025E-8,5.5113344E-8,5.5558341E-8,5.6042793E-8,5.6593008E-8,5.7134387E-8,-9.031308E-9,-2.362073E-8,-2.400387E-8,-2.189461E-8,-3.708838E-9,9.495875E-11,-4.116272E-9,-2.505872E-9,-1.97879E-9,-4.079821E-9,-2.166711E-9,-1.770805E-9,-1.264311E-9
0.1492431117,5.3161295E-8,1.231947E-7,5.4039395E-8,5.4468052E-8,5.4827348E-8,5.5201816E-8,5.5625692E-8,5.6081723E-8,5.6577164E-8,5.7137867E-8,5.7690255E-8,-9.039781E-9,-2.391173E-8,-2.440657E-8,-2.212114E-8,-3.733955E-9,9.508664E-11,-4.208056E-9,-2.492591E-9,-1.930315E-9,-4.09913E-9,-2.186613E-9,-1.759133E-9,-1.250865E-9
0.1492431117,5.3570826E-8,5.4039395E-8,1.2067264E-7,5.490842E-8,5.5278739E-8,5.5664113E-8,5.6098545E-8,5.6565256E-8,5.7071268E-8,5.7641782E-8,5.8204631E-8,-9.04108E-9,-2.419907E-8,-2.480123E-8,-2.234469E-8,-3.758405E-9,9.520291E-11,-4.283332E-9,-2.47338E-9,-1.871574E-9,-4.122071E-9,-2.201245E-9,-1.744365E-9,-1.232121E-9
0.1492431117,5.3988511E-8,5.4468052E-8,5.490842E-8,1.1860723E-7,5.5742419E-8,5.6139931E-8,5.6586046E-8,5.7064471E-8,5.7582069E-8,5.8163192E-8,5.873762E-8,-9.028693E-9,-2.447221E-8,-2.520681E-8,-2.258616E-8,-3.788282E-9,9.538931E-11,-4.357783E-9,-2.445992E-9,-1.809164E-9,-4.129938E-9,-2.214906E-9,-1.720175E-9,-1.206519E-9
0.1492431117,5.4336786E-8,5.4827348E-8,5.5278739E-8,5.5742419E-8,1.1664432E-7,5.6548099E-8,5.7006129E-8,5.7496218E-8,5.8025205E-8,5.861624E-8,5.920167E-8,-8.998825E-9,-2.476154E-8,-2.564955E-8,-2.286136E-8,-3.813889E-9,9.54553E-11,-4.424108E-9,-2.399916E-9,-1.729557E-9,-4.134853E-9,-2.214606E-9,-1.684054E-9,-1.172746E-9
0.1492431117,5.470025E-8,5.5201816E-8,5.5664113E-8,5.6139931E-8,5.6548099E-8,1.1503051E-7,5.7440935E-8,5.7942802E-8,5.8483369E-8,5.908477E-8,5.9681609E-8,-8.96106E-9,-2.503464E-8,-2.610177E-8,-2.314228E-8,-3.840377E-9,9.555197E-11,-4.496928E-9,-2.359921E-9,-1.654057E-9,-4.124148E-9,-2.218609E-9,-1.649969E-9,-1.143543E-9
0.1492431117,5.5113344E-8,5.5625692E-8,5.6098545E-8,5.6586046E-8,5.7006129E-8,5.7440935E-8,1.1379474E-7,5.8436236E-8,5.8988536E-8,5.9601013E-8,6.0209728E-8,-8.934001E-9,-2.529475E-8,-2.654724E-8,-2.342208E-8,-3.865669E-9,9.561767E-11,-4.575195E-9,-2.338325E-9,-1.597647E-9,-4.125152E-9,-2.237588E-9,-1.623729E-9,-1.122931E-9
0.1492431117,5.5558341E-8,5.6081723E-8,5.6565256E-8,5.7064471E-8,5.7496218E-8,5.7942802E-8,5.8436236E-8,1.128009E-7,5.9527478E-8,6.015258E-8,6.0774413E-8,-8.923568E-9,-2.554695E-8,-2.70071E-8,-2.368842E-8,-3.880607E-9,9.530466E-11,-4.657186E-9,-2.332762E-9,-1.562982E-9,-4.146395E-9,-2.275806E-9,-1.609721E-9,-1.112922E-9
0.1492431117,5.6042793E-8,5.6577164E-8,5.7071268E-8,5.7582069E-8,5.8025205E-8,5.8483369E-8,5.8988536E-8,5.9527478E-8,1.1219215E-7,6.0742966E-8,6.1378114E-8,-8.906483E-9,-2.579705E-8,-2.746433E-8,-2.396161E-8,-3.900143E-9,9.514427E-11,-4.742441E-9,-2.333553E-9,-1.532855E-9,-4.165826E-9,-2.316901E-9,-1.599179E-9,-1.10745E-9
