Nobs,_NAME_,year95,year96,year97,year98,year99,year00,year01,year02,year03,year04,year05,gender,dummy_educ2,dummy_educ3,dummy_educ4,age,age_2,exper1,exper2,exper3,exper4,exper5,exper6,exper7
85007,year95,0.0660063289,0,0,0,0,0,0,0,0,0,0,0.0205041938,0.0324090957,0.0153163857,0.0056348301,0.5715411672,8.8416600986,0.0069170774,0.0422906349,0.0165751056,0.0125519075,0.2482266166,0.0140459021,0.0564541744
85007,year96,0,0.0588775042,0,0,0,0,0,0,0,0,0,0.0184925947,0.0290564306,0.0145517428,0.0048231322,0.4847012599,7.2194407519,0.005058407,0.0396202666,0.0126695449,0.0097756655,0.2248403073,0.0126930723,0.0553601468
85007,year97,0,0,0.0755937746,0,0,0,0,0,0,0,0,0.0247391391,0.0384086016,0.0177750068,0.0055171927,0.6640511958,10.276436058,0.0045525663,0.0420200689,0.0137047537,0.0122931053,0.273001047,0.015257567,0.0633124331
85007,year98,0,0,0,0.0845224511,0,0,0,0,0,0,0,0.0292328867,0.0429846954,0.0202218641,0.0064818191,0.7980519251,13.039679085,0.0050701707,0.0430552778,0.0142341219,0.0133518416,0.3139035609,0.0152222758,0.0667474443
85007,year99,0,0,0,0,0.0904043196,0,0,0,0,0,0,0.0316209253,0.0459256297,0.0235745292,0.0068229675,0.8711164963,14.412730716,0.005281918,0.0436317009,0.0131283306,0.0119990118,0.3381839143,0.0149517099,0.0654769607
85007,year00,0,0,0,0,0,0.0942863529,0,0,0,0,0,0.0322326397,0.0478313551,0.0250332326,0.0075876104,0.9200654064,15.350335855,0.0068935499,0.0423141624,0.0133400779,0.0131753856,0.3530885692,0.0154340231,0.0635947628
85007,year01,0,0,0,0,0,0,0.0957332926,0,0,0,0,0.0342912937,0.0478078276,0.0263860623,0.0081052149,0.9191360711,15.041525992,0.0070347148,0.0409848601,0.0124813251,0.0133165504,0.3539708495,0.0161398473,0.0679355818
85007,year02,0,0,0,0,0,0,0,0.1050972273,0,0,0,0.036961662,0.0534544214,0.029444634,0.0082110885,1.0306915901,17.086075264,0.0071523522,0.0428905855,0.0125636712,0.0147870175,0.3706871199,0.0162692484,0.0666062795
85007,year03,0,0,0,0,0,0,0,0,0.1074264472,0,0,0.0388438599,0.0530897456,0.0316326891,0.0087051655,1.0486548167,17.348771278,0.0101285776,0.0451021681,0.0111167316,0.0153163857,0.3907678191,0.0181985013,0.0753467362
85007,year04,0,0,0,0,0,0,0,0,0,0.1098144859,0,0.0396320303,0.0528427071,0.0350324091,0.0088816215,1.0898984789,18.379792252,0.0094227534,0.0469137836,0.0121401767,0.0158810451,0.396767325,0.0168456715,0.0776759561
