Nobs,_NAME_,year95,year96,year97,year98,year99,year00,year01,year02,year03,year04,year05,gender,dummy_educ2,dummy_educ3,dummy_educ4,age,age_2,exper1,exper2,exper3,exper4,exper5,exper6,exper7
348617,year95,0.0832260045,0,0,0,0,0,0,0,0,0,0,0.0232719575,0.0395247507,0.0101888319,0.0054099485,0.8889497644,15.014675131,0.0099593537,0.4182584326,0.0304632304,0.0108198969,0.0316278323,0.0095290821,0.044128657
348617,year96,0,0.0842012868,0,0,0,0,0,0,0,0,0,0.023971866,0.0402762917,0.0105789448,0.0055849256,0.9120180599,15.540535889,0.011066586,0.426095113,0.0281827909,0.0108944773,0.0325428766,0.0089668605,0.043101742
348617,year97,0,0,0.0843877378,0,0,0,0,0,0,0,0,0.0241525801,0.0413032067,0.0111010077,0.0056681114,0.9072104917,15.434419435,0.0095721092,0.422280038,0.0254720797,0.010934636,0.0324367429,0.0087603301,0.0408958829
348617,year98,0,0,0,0.0811520953,0,0,0,0,0,0,0,0.023142876,0.0403365298,0.0114681728,0.0055189506,0.8719454301,14.813457175,0.0084935617,0.4054965765,0.0225347588,0.0097700342,0.0321269473,0.0077879163,0.0372357057
348617,year99,0,0,0,0,0.0820642711,0,0,0,0,0,0,0.0240177616,0.0415269479,0.0121107118,0.0057111386,0.8815404871,14.924957762,0.0085451943,0.4012770462,0.0212296015,0.009408606,0.031409828,0.007251511,0.0351044269
348617,year00,0,0,0,0,0,0.0854834962,0,0,0,0,0,0.0255294492,0.0437672288,0.0131605745,0.005785719,0.9244557781,15.719356773,0.0089725974,0.4127107972,0.019778152,0.0095548984,0.0317425714,0.0069359785,0.0351560595
348617,year01,0,0,0,0,0,0,0.090084534,0,0,0,0,0.0271616129,0.0464349128,0.0147325001,0.0058316146,0.9794989917,16.797190039,0.0110981392,0.4353430842,0.0194339347,0.0104871535,0.0332886807,0.0075727804,0.0377893218
348617,year02,0,0,0,0,0,0,0,0.0945880436,0,0,0,0.0287507494,0.0486723252,0.0164134279,0.0059291429,1.0334493154,17.788289154,0.0161294486,0.4518282241,0.0187397631,0.0109518469,0.0349093705,0.0080317368,0.0383285956
348617,year03,0,0,0,0,0,0,0,0,0.0982166676,0,0,0.030010011,0.0501036955,0.0183840719,0.0060926461,1.0789691839,18.741280546,0.018570523,0.4720251738,0.0182004894,0.011439488,0.0364899015,0.0084562715,0.0388822117
348617,year04,0,0,0,0,0,0,0,0,0,0.1055169427,0,0.0324769016,0.0538527955,0.021106257,0.0064311264,1.1615612549,20.245329402,0.0209025951,0.5018917609,0.0189835837,0.0127389083,0.0412142839,0.0091418376,0.043546356
348617,year05,0,0,0,0,0,0,0,0,0,0,0.1110789204,0.0346712868,0.056072997,0.0237108345,0.0069847426,1.2295097485,21.591752554,0.0217344536,0.5290476368,0.0182377796,0.0136137939,0.0448601187,0.0090557833,0.0480240493
348617,gender,0.0232719575,0.023971866,0.0241525801,0.023142876,0.0240177616,0.0255294492,0.0271616129,0.0287507494,0.030010011,0.0324769016,0.0346712868,0.297157052,0.1590886273,0.0543146203,0.0212439439,3.079468299,50.672115818,0.0158397324,1.3323790865,0.0351044269,0.0051718648,0.1125160276,0.0095147397,0.1265859095
348617,dummy_educ2,0.0395247507,0.0402762917,0.0413032067,0.0403365298,0.0415269479,0.0437672288,0.0464349128,0.0486723252,0.0501036955,0.0538527955,0.056072997,0.1590886273,0.5018716815,0,0,5.134471354,83.52246735,0.0504335704,2.419162003,0.1192167909,0.0605592957,0.2027611964,0.0489964632,0.1968406589
348617,dummy_educ3,0.0101888319,0.0105789448,0.0111010077,0.0114681728,0.0121107118,0.0131605745,0.0147325001,0.0164134279,0.0183840719,0.021106257,0.0237108345,0.0543146203,0,0.1629553349,0,1.3504734422,19.776270234,0.0126758018,0.740411397,0.0530955174,0.0146120241,0.0951416598,0.0162642671,0.103572115
348617,dummy_educ4,0.0054099485,0.0055849256,0.0056681114,0.0055189506,0.0057111386,0.005785719,0.0058316146,0.0059291429,0.0060926461,0.0064311264,0.0069847426,0.0212439439,0,0,0.0649480662,0.7079431009,12.102723046,0.003935551,0.3262204654,0.0264387566,0.0049768084,0.0285929831,0.0058488255,0.0583821214
348617,age,0.8889497644,0.9120180599,0.9072104917,0.8719454301,0.8815404871,0.9244557781,0.9794989917,1.0334493154,1.0789691839,1.1615612549,1.2295097485,3.079468299,5.134471354,1.3504734422,0.7079431009,186.61124386,3912.2374755,1.5723559092,59.339395382,2.6369626266,1.2954417025,3.4848042408,0.9738825129,4.3800044175
348617,age_2,15.014675131,15.540535889,15.434419435,14.813457175,14.924957762,15.719356773,16.797190039,17.788289154,18.741280546,20.245329402,21.591752554,50.672115818,83.52246735,19.776270234,12.102723046,3912.2374755,92486.607928,27.30139953,1061.6642734,42.269361506,21.898889039,53.66220236,15.688730039,70.442783915
348617,exper1,0.0099593537,0.011066586,0.0095721092,0.0084935617,0.0085451943,0.0089725974,0.0110981392,0.0161294486,0.018570523,0.0209025951,0.0217344536,0.0158397324,0.0504335704,0.0126758018,0.003935551,1.5723559092,27.30139953,0.5926130969,0.3245079844,0.0172280755,0.0172883135,0.0244853234,0.0098130613,0.0434631702
348617,exper2,0.4182584326,0.426095113,0.422280038,0.4054965765,0.4012770462,0.4127107972,0.4353430842,0.4518282241,0.4720251738,0.5018917609,0.5290476368,1.3323790865,2.419162003,0.740411397,0.3262204654,59.339395382,1061.6642734,0.3245079844,34.207061044,0.6137824604,0.2812226598,0.8831267551,0.2000906439,1.0407754068
348617,exper3,0.0304632304,0.0281827909,0.0254720797,0.0225347588,0.0212296015,0.019778152,0.0194339347,0.0187397631,0.0182004894,0.0189835837,0.0182377796,0.0351044269,0.1192167909,0.0530955174,0.0264387566,2.6369626266,42.269361506,0.0172280755,0.6137824604,1.0547563659,0.0211435472,0.0524300307,0.0142821492,0.0865706492
348617,exper4,0.0108198969,0.0108944773,0.010934636,0.0097700342,0.009408606,0.0095548984,0.0104871535,0.0109518469,0.011439488,0.0127389083,0.0136137939,0.0051718648,0.0605592957,0.0146120241,0.0049768084,1.2954417025,21.898889039,0.0172883135,0.2812226598,0.0211435472,0.370521231,0.0331624677,0.0142505959,0.0686311912
348617,exper5,0.0316278323,0.0325428766,0.0324367429,0.0321269473,0.031409828,0.0317425714,0.0332886807,0.0349093705,0.0364899015,0.0412142839,0.0448601187,0.1125160276,0.2027611964,0.0951416598,0.0285929831,3.4848042408,53.66220236,0.0244853234,0.8831267551,0.0524300307,0.0331624677,1.4997317974,0.0396681745,0.1648456616
348617,exper6,0.0095290821,0.0089668605,0.0087603301,0.0077879163,0.007251511,0.0069359785,0.0075727804,0.0080317368,0.0084562715,0.0091418376,0.0090557833,0.0095147397,0.0489964632,0.0162642671,0.0058488255,0.9738825129,15.688730039,0.0098130613,0.2000906439,0.0142821492,0.0142505959,0.0396681745,0.3403190321,0.0439622853
348617,exper7,0.044128657,0.043101742,0.0408958829,0.0372357057,0.0351044269,0.0351560595,0.0377893218,0.0383285956,0.0388822117,0.043546356,0.0480240493,0.1265859095,0.1968406589,0.103572115,0.0583821214,4.3800044175,70.442783915,0.0434631702,1.0407754068,0.0865706492,0.0686311912,0.1648456616,0.0439622853,1.6641185025
