_RMSE_,lag_sector0,lag_sector1,lag_sector2,lag_sector3,lag_sector4,lag_sector5,lag_sector6,lag_sector7,gender,dummy_educ2,dummy_educ3,dummy_educ4,age,age_2,exper1,exper2,exper3,exper4,exper5,exper6,exper7
1.7794011045,0.5865613786,0.548503642,3.5605284477,0.3850463668,0.470532029,0.4503972721,0.3090319326,0.361025566,-0.038993542,0.0569995091,-0.124514336,-0.153597263,-0.008601193,-0.00022532,0.016768051,0.313958572,0.0554411405,-0.02232642,0.0003566569,-0.00604591,-0.012806168
1.7794011045,0.0001187785,0.0000942222,0.0001096259,0.000108602,0.00010675,0.0001094435,0.0001078254,0.0001093996,-0.00001973,-0.000045705,-0.000044142,-0.000039823,-0.000010578,3.6443903E-7,-4.772592E-6,-3.305782E-6,-2.044507E-6,-6.082921E-6,-2.903404E-6,-1.727501E-6,-1.027541E-6
1.7794011045,0.0000942222,0.0010117326,0.0001261019,0.0001190509,0.0001244795,0.0001141746,0.0001156675,0.0001110317,-0.000015114,-0.000032373,-0.000031121,-0.00002688,-0.000010294,3.5691078E-7,-0.000115148,-6.013263E-6,-4.08075E-6,-7.243137E-6,-4.758593E-6,-3.499727E-6,-2.8554E-6
1.7794011045,0.0001096259,0.0001261019,0.000412306,0.0001683223,0.0001343496,0.0001451174,0.0001425644,0.0001300562,-0.000021718,-0.000042694,-0.000039927,-0.000036031,-9.794851E-6,3.3966069E-7,-9.790812E-6,-0.000033762,-8.514524E-6,-9.022747E-6,-7.164268E-6,-5.991929E-6,-3.807486E-6
1.7794011045,0.000108602,0.0001190509,0.0001683223,0.0009183845,0.0001316302,0.0001442056,0.0001416835,0.0001330557,-0.000021477,-0.000042058,-0.000040784,-0.000037145,-9.192425E-6,3.2283211E-7,-9.366008E-6,-0.000010515,-0.000078974,-9.12773E-6,-7.520966E-6,-6.256652E-6,-4.591926E-6
1.7794011045,0.00010675,0.0001244795,0.0001343496,0.0001316302,0.000814285,0.0001299119,0.0001423671,0.000130902,-0.000019197,-0.000042019,-0.000039872,-0.000035215,-9.621064E-6,3.3256796E-7,-9.793373E-6,-6.792722E-6,-5.245381E-6,-0.000079094,-5.912669E-6,-6.15505E-6,-4.371614E-6
1.7794011045,0.0001094435,0.0001141746,0.0001451174,0.0001442056,0.0001299119,0.0004512986,0.0001508829,0.0001341106,-0.000020769,-0.000046282,-0.000043234,-0.000037487,-9.487906E-6,3.2734807E-7,-7.821485E-6,-7.689801E-6,-6.153978E-6,-8.724732E-6,-0.000038159,-6.933298E-6,-4.241344E-6
1.7794011045,0.0001078254,0.0001156675,0.0001425644,0.0001416835,0.0001423671,0.0001508829,0.0008850588,0.0001381509,-0.000019644,-0.000045257,-0.000043836,-0.000038276,-9.480448E-6,3.3426237E-7,-8.561058E-6,-7.84706E-6,-6.329321E-6,-0.000011216,-8.412152E-6,-0.000088125,-5.115103E-6
1.7794011045,0.0001093996,0.0001110317,0.0001300562,0.0001330557,0.000130902,0.0001341106,0.0001381509,0.0002458478,-0.000025492,-0.000044557,-0.000042792,-0.000036516,-9.839959E-6,3.4290562E-7,-6.893307E-6,-5.834581E-6,-5.049374E-6,-8.601902E-6,-5.837525E-6,-5.539025E-6,-0.000016029
1.7794011045,-0.00001973,-0.000015114,-0.000021718,-0.000021477,-0.000019197,-0.000020769,-0.000019644,-0.000025492,0.0000545767,-4.369751E-6,-0.000012901,-0.000012195,-5.583781E-7,1.8670944E-8,2.9213763E-6,1.9213866E-6,2.9831563E-6,4.4538702E-6,1.6747628E-6,3.0634038E-6,1.0420168E-6
1.7794011045,-0.000045705,-0.000032373,-0.000042694,-0.000042058,-0.000042019,-0.000046282,-0.000045257,-0.000044557,-4.369751E-6,0.0000752414,0.0000484568,0.0000474268,4.0192309E-7,8.0940226E-9,9.4841287E-7,-9.68989E-7,-1.73361E-6,9.3996218E-7,-1.812933E-6,-1.211906E-6,-9.103221E-7
1.7794011045,-0.000044142,-0.000031121,-0.000039927,-0.000040784,-0.000039872,-0.000043234,-0.000043836,-0.000042792,-0.000012901,0.0000484568,0.0001100175,0.0000544276,7.8302107E-7,3.7760786E-9,6.8272748E-7,-5.842193E-7,-2.510604E-6,1.1194495E-6,-2.688541E-6,-2.009536E-6,-2.557702E-6
1.7794011045,-0.000039823,-0.00002688,-0.000036031,-0.000037145,-0.000035215,-0.000037487,-0.000038276,-0.000036516,-0.000012195,0.0000474268,0.0000544276,0.0001351662,3.9117389E-7,6.651734E-9,8.6428773E-7,-3.19337E-7,-2.622486E-6,1.3581422E-6,-1.503376E-6,-1.772566E-6,-3.895997E-6
1.7794011045,-0.000010578,-0.000010294,-9.794851E-6,-9.192425E-6,-9.621064E-6,-9.487906E-6,-9.480448E-6,-9.839959E-6,-5.583781E-7,4.0192309E-7,7.8302107E-7,3.9117389E-7,2.9207451E-6,-1.182257E-7,-2.87921E-7,-2.778621E-7,-4.228849E-7,-3.773899E-7,-2.202503E-7,-4.519513E-7,-3.47674E-7
1.7794011045,3.6443903E-7,3.5691078E-7,3.3966069E-7,3.2283211E-7,3.3256796E-7,3.2734807E-7,3.3426237E-7,3.4290562E-7,1.8670944E-8,8.0940226E-9,3.7760786E-9,6.651734E-9,-1.182257E-7,5.2574421E-9,8.1796248E-9,8.0910539E-9,1.1423438E-8,1.0345359E-8,7.0057628E-9,1.0091083E-8,7.1509427E-9
1.7794011045,-4.772592E-6,-0.000115148,-9.790812E-6,-9.366008E-6,-9.793373E-6,-7.821485E-6,-8.561058E-6,-6.893307E-6,2.9213763E-6,9.4841287E-7,6.8272748E-7,8.6428773E-7,-2.87921E-7,8.1796248E-9,0.0000310902,1.0235781E-6,1.0285431E-6,9.8608043E-7,8.7345382E-7,1.0126704E-6,7.6377359E-7
1.7794011045,-3.305782E-6,-6.013263E-6,-0.000033762,-0.000010515,-6.792722E-6,-7.689801E-6,-7.84706E-6,-5.834581E-6,1.9213866E-6,-9.68989E-7,-5.842193E-7,-3.19337E-7,-2.778621E-7,8.0910539E-9,1.0235781E-6,5.8707327E-6,1.1364317E-6,1.035821E-6,9.8574566E-7,1.0884355E-6,8.1736406E-7
1.7794011045,-2.044507E-6,-4.08075E-6,-8.514524E-6,-0.000078974,-5.245381E-6,-6.153978E-6,-6.329321E-6,-5.049374E-6,2.9831563E-6,-1.73361E-6,-2.510604E-6,-2.622486E-6,-4.228849E-7,1.1423438E-8,1.0285431E-6,1.1364317E-6,0.0000133943,1.0816901E-6,1.037396E-6,1.1590903E-6,9.5893593E-7
1.7794011045,-6.082921E-6,-7.243137E-6,-9.022747E-6,-9.12773E-6,-0.000079094,-8.724732E-6,-0.000011216,-8.601902E-6,4.4538702E-6,9.3996218E-7,1.1194495E-6,1.3581422E-6,-3.773899E-7,1.0345359E-8,9.8608043E-7,1.035821E-6,1.0816901E-6,0.0000193209,9.5370985E-7,1.3165714E-6,8.4139095E-7
1.7794011045,-2.903404E-6,-4.758593E-6,-7.164268E-6,-7.520966E-6,-5.912669E-6,-0.000038159,-8.412152E-6,-5.837525E-6,1.6747628E-6,-1.812933E-6,-2.688541E-6,-1.503376E-6,-2.202503E-7,7.0057628E-9,8.7345382E-7,9.8574566E-7,1.037396E-6,9.5370985E-7,7.6293292E-6,1.154155E-6,8.8229559E-7
