Nobs,_NAME_,year95,year96,year97,year98,year99,year00,year01,year02,year03,year04,year05,gender,dummy_educ2,dummy_educ3,dummy_educ4,age,age_2,exper1,exper2,exper3,exper4,exper5,exper6,exper7
30726,year95,0.0496322333,0,0,0,0,0,0,0,0,0,0,0.0066393283,0.0148733971,0.0031243898,0.0018876522,0.551454794,9.7326694005,0.1465534075,0.0344008332,0.0080062488,0.012269739,0.0130182907,0.0060535052,0.0330339126
30726,year96,0,0.051812797,0,0,0,0,0,0,0,0,0,0.0064115082,0.0155243117,0.0032220269,0.0019201979,0.5446852828,9.4197096921,0.1415088199,0.0378832259,0.0068671483,0.0149059428,0.0137342967,0.0055002278,0.0406821584
30726,year97,0,0,0.0792813904,0,0,0,0,0,0,0,0,0.0110330014,0.0219683656,0.0049144047,0.001790015,0.895072577,16.261602552,0.2040617067,0.0464102063,0.0094382608,0.0184534271,0.0197878019,0.0082666146,0.0507062423
30726,year98,0,0,0,0.0839028836,0,0,0,0,0,0,0,0.0120419189,0.0217405455,0.004881859,0.0025385667,1.0423094448,19.908155959,0.243572219,0.0414307101,0.0096335351,0.0185185185,0.0192670702,0.007029877,0.0486233158
30726,year99,0,0,0,0,0.0936991473,0,0,0,0,0,0,0.0131159279,0.0247347523,0.0048493133,0.002864024,1.2005142225,23.177081299,0.2917724403,0.0512595196,0.0109353642,0.0165006835,0.0178025125,0.0087222548,0.0452060145
30726,year00,0,0,0,0,0,0.1028770422,0,0,0,0,0,0.0144177569,0.0270780447,0.0052724077,0.0026036581,1.2843194689,24.491375382,0.3317385927,0.0540584521,0.0147106685,0.0153941288,0.0187788843,0.0090802578,0.0401614268
30726,year01,0,0,0,0,0,0,0.094805702,0,0,0,0,0.0132461108,0.0263294929,0.0044262188,0.0023758381,1.1828093471,22.786858036,0.3059298314,0.0473540324,0.0125626505,0.0168912322,0.0156219488,0.0082015231,0.0366139426
30726,year02,0,0,0,0,0,0,0,0.1075961726,0,0,0,0.0151012172,0.0279242335,0.0054676821,0.0023432923,1.3914274556,26.903241554,0.3567337109,0.0464752978,0.0114886415,0.0148733971,0.0167610493,0.0091778949,0.0326759097
30726,year03,0,0,0,0,0,0,0,0,0.1124129402,0,0,0.016077589,0.0306906203,0.0053374992,0.002506021,1.4545336197,28.521773091,0.4086766908,0.0601770488,0.0152639458,0.0168261407,0.0181605155,0.0099264467,0.0302024344
30726,year04,0,0,0,0,0,0,0,0,0,0.1055783376,0,0.0157846775,0.0305929831,0.0059233223,0.0021154722,1.2985094057,24.526069127,0.3726485712,0.0456616546,0.0105773612,0.0159148604,0.0226843715,0.0121070103,0.0307557118
