Nobs,_NAME_,lag_log_w,year96,year97,year98,year99,year00,year01,year02,year03,year04,year05,gender,dummy_educ2,dummy_educ3,dummy_educ4,age,age_2,exper1,exper2,exper3,exper4,exper5,exper6,exper7
72589,lag_log_w,2.2991118994,0.1269150219,0.1336519921,0.1442559812,0.1386212217,0.1260856268,0.1311360459,0.1420979597,0.1328258516,0.1358979278,0.1456807905,0.0952876392,0.5136567436,0.1655047484,0.1380078786,19.79154357,393.18886693,0.14708588,0.4316180414,0.1810401016,6.4966077078,0.3320144434,0.2298822653,1.0655235802
72589,year96,0.1269150219,0.0936918817,0,0,0,0,0,0,0,0,0,0.0058686578,0.0308999986,0.0074942484,0.0051522958,1.2907740842,25.150008955,0.0142170301,0.0394825662,0.0150436016,0.4049511634,0.0254308504,0.0109382964,0.0949730675
72589,year97,0.1336519921,0,0.0977007536,0,0,0,0,0,0,0,0,0.0057033435,0.033297056,0.0080177437,0.0051936244,1.3562523247,26.354723167,0.0124261252,0.0422929094,0.0157461874,0.4190855364,0.0255686123,0.0137348634,0.0932372674
72589,year98,0.1442559812,0,0,0.103114797,0,0,0,0,0,0,0,0.0063370483,0.0364104754,0.0084999105,0.0054140435,1.427957404,27.67107964,0.0125776633,0.0427061952,0.0147267492,0.4410447864,0.0252930885,0.0155946493,0.091487691
72589,year99,0.1386212217,0,0,0,0.0968328535,0,0,0,0,0,0,0.0064472578,0.035377261,0.0084310295,0.0056482387,1.3319373459,25.619969968,0.0112138203,0.0363415945,0.0128531871,0.4117014975,0.0266569315,0.0160492637,0.0789926848
72589,year00,0.1260856268,0,0,0,0,0.092851534,0,0,0,0,0,0.0065436912,0.0355287991,0.0089545248,0.0055793578,1.2806761355,24.726515037,0.0110209536,0.0304867129,0.0108280869,0.3943297194,0.0250726694,0.014712973,0.0686880932
72589,year01,0.1311360459,0,0,0,0,0,0.0954827866,0,0,0,0,0.0066263483,0.038104947,0.0102219345,0.005166072,1.3042885286,25.117070079,0.0112964774,0.0308862224,0.011268925,0.4160409979,0.0273319649,0.0174544352,0.0686605409
72589,year02,0.1420979597,0,0,0,0,0,0,0.1047266115,0,0,0,0.0075080246,0.0421275951,0.0114204632,0.0053451625,1.4572593644,28.523757043,0.0128118585,0.0303213986,0.0114755679,0.4603452314,0.0267533648,0.0175508686,0.0710162697
72589,year03,0.1328258516,0,0,0,0,0,0,0,0.1039689209,0,0,0.0076320104,0.0428301809,0.0119164061,0.0056206863,1.4500406398,28.399440687,0.012701649,0.0300596509,0.0097397677,0.4643541032,0.0262436457,0.0169584923,0.065368031
72589,year04,0.1358979278,0,0,0,0,0,0,0,0,0.1026464065,0,0.0073564865,0.044056262,0.0130873824,0.0053038339,1.4512253923,28.680337241,0.0115582251,0.0280621031,0.0081555057,0.4817534337,0.0258165838,0.016076816,0.0637699927
72589,year05,0.1456807905,0,0,0,0,0,0,0,0,0,0.1089834548,0.007604458,0.0480513576,0.0140930444,0.0054829244,1.5479755886,30.7425643,0.0111862679,0.0285993746,0.0083070438,0.5099532987,0.0280483269,0.0166967447,0.068095717
72589,gender,0.0952876392,0.0058686578,0.0057033435,0.0063370483,0.0064472578,0.0065436912,0.0066263483,0.0075080246,0.0076320104,0.0073564865,0.007604458,0.0676273265,0.016434997,0.0240119026,0.0147956302,0.8390389728,15.101723402,0.0047941148,0.016076816,0.006102853,0.2803730593,0.0293157365,0.0085825676,0.0720632603
