Nobs,_NAME_,year95,year96,year97,year98,year99,year00,year01,year02,year03,year04,year05,gender,dummy_educ2,dummy_educ3,dummy_educ4,age,age_2,exper1,exper2,exper3,exper4,exper5,exper6,exper7
132378,year95,0.0514511475,0,0,0,0,0,0,0,0,0,0,0.006028192,0.0124643068,0.0041396607,0.0025079696,0.6202239043,11.448971884,0.1919654323,0.0232667059,0.0058771095,0.0089289761,0.0124567526,0.0039885782,0.034665881
132378,year96,0,0.0750200184,0,0,0,0,0,0,0,0,0,0.0090876127,0.0173971506,0.0047742072,0.0027874722,0.9465923341,17.970750427,0.2524966384,0.0331172853,0.0091480457,0.0117995437,0.0180543595,0.0060659626,0.0485503634
132378,year97,0,0,0.0790463672,0,0,0,0,0,0,0,0,0.0095408603,0.0183565245,0.0048270861,0.0028781217,1.0226321594,19.68036985,0.2897007056,0.0339180226,0.0085965946,0.0114822705,0.017661545,0.0056958105,0.0458006617
132378,year98,0,0,0,0.0847195153,0,0,0,0,0,0,0,0.010190515,0.0200713109,0.0049101815,0.0028101346,1.0903322304,20.95612564,0.3276375229,0.0409206968,0.0086041487,0.011391621,0.0167323876,0.0061037332,0.0419329496
132378,year99,0,0,0,0,0.0885419027,0,0,0,0,0,0,0.0109081569,0.021521703,0.0050310475,0.0028479052,1.1349695569,21.808948617,0.3593044161,0.0429149859,0.0101074197,0.0106135461,0.014889181,0.0059375425,0.03774041
132378,year00,0,0,0,0,0,0.0916013235,0,0,0,0,0,0.0111725513,0.0229343244,0.0051443593,0.0027799181,1.1869268307,22.98881234,0.3872471257,0.0382994153,0.0094502108,0.0104171388,0.0130535285,0.0061263956,0.0348925048
132378,year01,0,0,0,0,0,0,0.094645636,0,0,0,0,0.0119279639,0.0239767937,0.005423862,0.0028101346,1.2384308571,24.056587953,0.4260602215,0.0360785025,0.00928402,0.0100469867,0.0130686368,0.0064058983,0.0293326686
132378,year02,0,0,0,0,0,0,0,0.1001979181,0,0,0,0.0128797836,0.0267416036,0.0056807022,0.0029310006,1.3088201967,25.531727326,0.4642085543,0.036894348,0.0096239556,0.0110970101,0.0136125338,0.0069724577,0.0270815392
132378,year03,0,0,0,0,0,0,0,0,0.1042242669,0,0,0.0138467117,0.0287358927,0.0064436689,0.0029007841,1.3564187403,26.379232199,0.4909879285,0.0337744943,0.0085059451,0.0113009715,0.0145190288,0.007357718,0.0256991343
132378,year04,0,0,0,0,0,0,0,0,0,0.1115064437,0,0.0147834232,0.0320597078,0.0072897309,0.0030594207,1.4644880569,28.629424829,0.5320219372,0.0357159045,0.0075994501,0.0134765595,0.0163320189,0.0080300352,0.0263110184
132378,year05,0,0,0,0,0,0,0,0,0,0,0.1190454607,0.0161884905,0.0358141081,0.0082264425,0.0032482739,1.5647690704,30.576387315,0.5677227334,0.0359123117,0.0074105969,0.014163985,0.0185151611,0.0092689118,0.0278671683
132378,gender,0.006028192,0.0090876127,0.0095408603,0.010190515,0.0109081569,0.0111725513,0.0119279639,0.0128797836,0.0138467117,0.0147834232,0.0161884905,0.1265542613,0.0303751379,0.014587016,0.0085134992,1.5469715512,27.856146792,0.4802157458,0.0343712702,0.0076825454,0.0031727326,0.0207511822,0.0048573026,0.0624348457
132378,dummy_educ2,0.0124643068,0.0173971506,0.0183565245,0.0200713109,0.021521703,0.0229343244,0.0239767937,0.0267416036,0.0287358927,0.0320597078,0.0358141081,0.0303751379,0.2600734261,0,0,2.8499599631,49.65817583,1.0737509254,0.1117859463,0.0280182508,0.0391454773,0.0588541903,0.0280560214,0.0951593165
132378,dummy_educ3,0.0041396607,0.0047742072,0.0048270861,0.0049101815,0.0050310475,0.0051443593,0.005423862,0.0056807022,0.0064436689,0.0072897309,0.0082264425,0.014587016,0,0.0618909486,0,0.6341083866,10.200577135,0.3001480609,0.0252232244,0.0092386953,0.005846893,0.0214159452,0.005423862,0.0463521129
132378,dummy_educ4,0.0025079696,0.0027874722,0.0028781217,0.0028101346,0.0028479052,0.0027799181,0.0028101346,0.0029310006,0.0029007841,0.0030594207,0.0032482739,0.0085134992,0,0,0.0315611355,0.4248666697,8.1784359939,0.1622777199,0.0100998655,0.0069044705,0.0019187478,0.0079771563,0.0039281452,0.0291287072
132378,age,0.6202239043,0.9465923341,1.0226321594,1.0903322304,1.1349695569,1.1869268307,1.2384308571,1.3088201967,1.3564187403,1.4644880569,1.5647690704,1.5469715512,2.8499599631,0.6341083866,0.4248666697,250.02733838,5762.0024098,59.414487302,4.8025880433,1.2064089199,1.600673828,2.0456420251,0.9533079515,4.9818927616
132378,age_2,11.448971884,17.970750427,19.68036985,20.95612564,21.808948617,22.98881234,24.056587953,25.531727326,26.379232199,28.629424829,30.576387315,27.856146792,49.65817583,10.200577135,8.1784359939,5762.0024098,147137.58343,1177.2334149,88.480676547,22.272900331,30.063092055,37.984665126,17.85530073,95.327826376
132378,exper1,0.1919654323,0.2524966384,0.2897007056,0.3276375229,0.3593044161,0.3872471257,0.4260602215,0.4642085543,0.4909879285,0.5320219372,0.5677227334,0.4802157458,1.0737509254,0.3001480609,0.1622777199,59.414487302,1177.2334149,25.63814229,1.0915484446,0.2808548248,0.3316034386,0.4737040898,0.2028433728,1.1114233483
