Nobs,_NAME_,year95,year96,year97,year98,year99,year00,year01,year02,year03,year04,year05,gender,dummy_educ2,dummy_educ3,dummy_educ4,age,age_2,exper1,exper2,exper3,exper4,exper5,exper6,exper7
112262,year95,0.0939231441,0,0,0,0,0,0,0,0,0,0,0.0160606439,0.0400224475,0.0187953181,0.014483975,1.0250129162,17.102848693,0.007393419,0.0933085104,0.4956084873,0.0098964921,0.0325933976,0.0080436835,0.0562077996
112262,year96,0,0.0917229339,0,0,0,0,0,0,0,0,0,0.0162477063,0.0383121626,0.0187685949,0.0144483441,1.0170404946,17.210106715,0.0076161123,0.0853093656,0.4854091322,0.0096114447,0.0317560706,0.0084890702,0.0522438581
112262,year97,0,0,0.089478185,0,0,0,0,0,0,0,0,0.0161051825,0.0376708058,0.019000196,0.014314728,0.993577524,16.827929308,0.0078477134,0.0799736331,0.4687338547,0.0095847215,0.0304288183,0.0083465465,0.0485560564
112262,year98,0,0,0,0.0834832802,0,0,0,0,0,0,0,0.0150006235,0.0356843812,0.0188042258,0.013815895,0.9367729062,15.875808377,0.0068411395,0.0721882739,0.4434804297,0.0085603321,0.0289055958,0.0070638328,0.0442714365
112262,year99,0,0,0,0,0.0797331243,0,0,0,0,0,0,0.0148313766,0.0333238318,0.0194366749,0.0139940496,0.8968039052,15.221009781,0.0066451693,0.0629153231,0.4191177781,0.0085781475,0.0281840694,0.0062799523,0.0415545777
112262,year00,0,0,0,0,0,0.0831180631,0,0,0,0,0,0.0163367836,0.0346956227,0.0216992393,0.0143948977,0.9345370651,15.9684399,0.0057989346,0.0656767205,0.4257629474,0.0096381679,0.0294311521,0.0069034936,0.0428372913
112262,year01,0,0,0,0,0,0,0.0878747929,0,0,0,0,0.0170672178,0.0366909551,0.0234362473,0.0152144092,1.0042044503,17.413069427,0.0074735886,0.0653471344,0.4425451177,0.0127024282,0.0308920205,0.0081594841,0.0476474675
112262,year02,0,0,0,0,0,0,0,0.0888902745,0,0,0,0.0174146194,0.0364059076,0.0248614847,0.0152411324,1.0251109013,17.936924338,0.0102706169,0.0630756623,0.4493060875,0.0114197146,0.0296716609,0.0080971299,0.0463202152
112262,year03,0,0,0,0,0,0,0,0,0.0922395824,0,0,0.0179401757,0.0377331599,0.0267321088,0.0158112273,1.0635744954,18.705198553,0.010903066,0.0627371684,0.4658210258,0.0124797349,0.0315333773,0.008898826,0.0480394078
112262,year04,0,0,0,0,0,0,0,0,0,0.1009780692,0,0.0202918174,0.0400580784,0.0313552226,0.0172899111,1.1562238335,20.519445583,0.0149739003,0.0689458588,0.4908517575,0.0141098502,0.0378489605,0.0106091108,0.057098573
112262,year05,0,0,0,0,0,0,0,0,0,0,0.1085585505,0.0220911796,0.0423919047,0.0351855481,0.0182163154,1.2381571681,22.044075466,0.0172008338,0.0728830771,0.5206214035,0.0146264987,0.0415545777,0.0129162139,0.0651511642
112262,gender,0.0160606439,0.0162477063,0.0161051825,0.0150006235,0.0148313766,0.0163367836,0.0170672178,0.0174146194,0.0179401757,0.0202918174,0.0220911796,0.1893873261,0.0698544476,0.0612673924,0.0385615792,1.7984090788,27.787666352,0.0083376387,0.1242094386,0.8470453047,0.0057009496,0.0865742638,0.0093620281,0.134399886
112262,dummy_educ2,0.0400224475,0.0383121626,0.0376708058,0.0356843812,0.0333238318,0.0346956227,0.0366909551,0.0364059076,0.0377331599,0.0400580784,0.0423919047,0.0698544476,0.4129892573,0,0,4.6388626606,77.916623613,0.0319876717,0.3841371078,2.0735956958,0.0613564697,0.1529457875,0.0435142791,0.2012791506
112262,dummy_educ3,0.0187953181,0.0187685949,0.019000196,0.0188042258,0.0194366749,0.0216992393,0.0234362473,0.0248614847,0.0267321088,0.0313552226,0.0351855481,0.0612673924,0,0.2580748606,0,2.3157791595,34.778001461,0.0145285137,0.1953555077,1.2840141811,0.0249327466,0.114027899,0.0249149311,0.1644634872
112262,dummy_educ4,0.014483975,0.0144483441,0.014314728,0.013815895,0.0139940496,0.0143948977,0.0152144092,0.0152411324,0.0158112273,0.0172899111,0.0182163154,0.0385615792,0,0,0.1672248846,1.8901765513,32.352256329,0.0095490905,0.0940211291,0.8920828063,0.0090057188,0.0602875416,0.0134595856,0.1286365823
112262,age,1.0250129162,1.0170404946,0.993577524,0.9367729062,0.8968039052,0.9345370651,1.0042044503,1.0251109013,1.0635744954,1.1562238335,1.2381571681,1.7984090788,4.6388626606,2.3157791595,1.8901765513,194.82485614,4050.7013059,1.202802373,7.887477508,66.23433575,1.3395182698,2.8876912936,0.9444424649,5.359311254
112262,age_2,17.102848693,17.210106715,16.827929308,15.875808377,15.221009781,15.9684399,17.413069427,17.936924338,18.705198553,20.519445583,22.044075466,27.787666352,77.916623613,34.778001461,32.352256329,4050.7013059,94336.472823,21.864896403,122.58379505,1195.508498,22.961865992,41.250360763,14.661871337,83.9949315
