_RMSE_,lag_sector0,lag_sector1,lag_sector2,lag_sector3,lag_sector4,lag_sector5,lag_sector6,lag_sector7,gender,dummy_educ2,dummy_educ3,dummy_educ4,age,age_2,exper1,exper2,exper3,exper4,exper5,exper6,exper7
1.0744007549,0.4837469159,0.2312257788,0.3321328949,0.3528238526,2.3314398972,0.3867495014,0.2913361338,0.3495258736,-0.242203172,-0.127549901,-0.202471377,-0.222403729,0.0012226905,-0.000138943,0.0113518453,-0.001854227,-0.003771498,0.4463243805,-0.009752405,-0.001206848,0.0027425133
1.0744007549,0.0000433035,0.0000343509,0.0000399667,0.0000395934,0.0000389182,0.0000399002,0.0000393103,0.0000398842,-7.193128E-6,-0.000016663,-0.000016093,-0.000014519,-3.856474E-6,1.3286475E-7,-1.73996E-6,-1.2052E-6,-7.453727E-7,-2.217671E-6,-1.058504E-6,-6.29801E-7,-3.746141E-7
1.0744007549,0.0000343509,0.0003688507,0.0000459734,0.0000434028,0.0000453819,0.000041625,0.0000421693,0.0000404792,-5.510025E-6,-0.000011802,-0.000011346,-9.799685E-6,-3.752905E-6,1.3012015E-7,-0.00004198,-2.192275E-6,-1.487733E-6,-2.640655E-6,-1.734856E-6,-1.275907E-6,-1.041003E-6
1.0744007549,0.0000399667,0.0000459734,0.0001503158,0.0000613658,0.0000489803,0.0000529059,0.0000519752,0.000047415,-7.917694E-6,-0.000015565,-0.000014556,-0.000013136,-3.570942E-6,1.2383123E-7,-3.569469E-6,-0.000012309,-3.104168E-6,-3.289453E-6,-2.611901E-6,-2.184498E-6,-1.388108E-6
1.0744007549,0.0000395934,0.0000434028,0.0000613658,0.0003348185,0.0000479888,0.0000525735,0.000051654,0.0000485086,-7.829798E-6,-0.000015333,-0.000014869,-0.000013542,-3.351313E-6,1.1769598E-7,-3.414597E-6,-3.833459E-6,-0.000028792,-3.327727E-6,-2.741943E-6,-2.281008E-6,-1.674094E-6
1.0744007549,0.0000389182,0.0000453819,0.0000489803,0.0000479888,0.0002968666,0.0000473624,0.0000519032,0.0000477234,-6.998763E-6,-0.000015319,-0.000014536,-0.000012838,-3.507583E-6,1.2124541E-7,-3.570403E-6,-2.476445E-6,-1.912326E-6,-0.000028836,-2.155601E-6,-2.243967E-6,-1.593774E-6
1.0744007549,0.0000399002,0.000041625,0.0000529059,0.0000525735,0.0000473624,0.0001645314,0.0000550079,0.0000488931,-7.571889E-6,-0.000016873,-0.000015762,-0.000013667,-3.459037E-6,1.1934238E-7,-2.851505E-6,-2.803496E-6,-2.243576E-6,-3.180805E-6,-0.000013912,-2.527695E-6,-1.546281E-6
1.0744007549,0.0000393103,0.0000421693,0.0000519752,0.000051654,0.0000519032,0.0000550079,0.0003226689,0.0000503661,-7.161764E-6,-0.000016499,-0.000015981,-0.000013955,-3.456319E-6,1.2186314E-7,-3.121133E-6,-2.860829E-6,-2.307502E-6,-4.089097E-6,-3.066846E-6,-0.000032128,-1.86483E-6
1.0744007549,0.0000398842,0.0000404792,0.000047415,0.0000485086,0.0000477234,0.0000488931,0.0000503661,0.0000896295,-9.293525E-6,-0.000016244,-0.000015601,-0.000013313,-3.587386E-6,1.2501425E-7,-2.513116E-6,-2.127133E-6,-1.840867E-6,-3.136024E-6,-2.128206E-6,-2.019381E-6,-5.843636E-6
1.0744007549,-7.193128E-6,-5.510025E-6,-7.917694E-6,-7.829798E-6,-6.998763E-6,-7.571889E-6,-7.161764E-6,-9.293525E-6,0.0000198972,-1.593095E-6,-4.703182E-6,-4.445911E-6,-2.035698E-7,6.8069282E-9,1.0650559E-6,7.0048631E-7,1.0875792E-6,1.6237623E-6,6.1057385E-7,1.1168353E-6,3.7989152E-7
