Nobs,_NAME_,year95,year96,year97,year98,year99,year00,year01,year02,year03,year04,year05,gender,dummy_educ2,dummy_educ3,dummy_educ4,age,age_2,exper1,exper2,exper3,exper4,exper5,exper6,exper7
48859,year95,0.0710820934,0,0,0,0,0,0,0,0,0,0,0.0039092081,0.0289608875,0.0062424528,0.0024355799,0.7856075646,13.784727481,0.011932295,0.0403610389,0.0148590843,0.2254241798,0.0247037393,0.0145930125,0.070959291
48859,year96,0,0.0630590065,0,0,0,0,0,0,0,0,0,0.0035408011,0.0269346487,0.0058126445,0.0024151129,0.684213758,11.731349393,0.0113387503,0.0360834237,0.0110317444,0.1904255101,0.022841237,0.0125667738,0.0671114841
48859,year97,0,0,0.0775906179,0,0,0,0,0,0,0,0,0.0042776152,0.0305163839,0.0058535787,0.0022923105,0.903763892,16.40923883,0.0120141632,0.0415071942,0.0128328455,0.2217401093,0.02247283,0.0124030373,0.081499826
48859,year98,0,0,0,0.0880902188,0,0,0,0,0,0,0,0.0049939622,0.0343232567,0.0065494586,0.0027425858,1.0699564052,19.991178698,0.0131603185,0.040381506,0.0127100432,0.2625718905,0.0281422051,0.0123621032,0.0795145214
48859,year99,0,0,0,0,0.0954583598,0,0,0,0,0,0,0.0044004175,0.037597986,0.0077774821,0.002824454,1.1856157514,22.526167134,0.0108475409,0.0418346671,0.0123416361,0.2794162795,0.0298000368,0.0156163655,0.0774882826
48859,year00,0,0,0,0,0,0.1185452015,0,0,0,0,0,0.0057512434,0.0496530834,0.0098855891,0.0031928611,1.5138050308,29.087025932,0.0165783172,0.0484045928,0.0166601854,0.3555742033,0.0338934485,0.0196074418,0.0899731882
48859,year01,0,0,0,0,0,0,0.0946192104,0,0,0,0,0.0052190999,0.0402587036,0.0084119609,0.0040320105,1.1941095806,22.675883665,0.0110317444,0.0371272437,0.0115638879,0.2948279744,0.0272416546,0.0150228208,0.0711844287
48859,year02,0,0,0,0,0,0,0,0.0992242985,0,0,0,0.0057921775,0.0431650259,0.009496715,0.0039501422,1.2900182157,24.948668618,0.0122393008,0.0338729814,0.0109703432,0.2926175321,0.0290836898,0.0188706277,0.069178657
48859,year03,0,0,0,0,0,0,0,0,0.0998587773,0,0,0.0054851716,0.0456006058,0.0108066068,0.0034384658,1.2608117235,23.867168792,0.0132421867,0.0364313637,0.0089236374,0.2992283919,0.0355103461,0.0177244725,0.0702020099
48859,year04,0,0,0,0,0,0,0,0,0,0.1042387278,0,0.0051986328,0.0467467611,0.0113387503,0.0035408011,1.3659714689,26.709224503,0.0145316114,0.0347325979,0.0102335291,0.3240958677,0.0323788862,0.0186454901,0.0703657463
