2.514
2.161
2.053
2.041
2.235
2.1
2.096
2.246
1.886
1.21
2.447
2.126
2.584
2.136
2.46
2.19
2.182
2.349
2.5
2.718
2.402
2.494
2.256
3.004
2.352
2.844
2.012
2.049
2.317
2.279
2.297
1.988
2.563
3.083
2.706
2.378
3.174
3.024
