year,skills,newCodeA,tenure,type,group,weight,A1age,A1age2,A1age3,A1cons
1998,1,6,4,1,1,15.16418,.0252103,-.0004076,1.58e-06,-.4066054
1998,1,6,5,1,1,344.291,-.0132114,.0003062,-1.84e-06,.1723876
1998,1,6,0,2,2,1001.459,.0081248,-.000163,1.09e-06,-.1028927
1998,1,6,1,2,2,470.9402,.0092745,-.0002127,1.57e-06,-.1003585
1998,1,6,2,2,2,448.4157,.0047992,-.0000883,5.46e-07,-.0556269
1998,1,6,3,2,2,223.5939,.0137238,-.0003178,2.38e-06,-.1618529
1998,1,6,4,2,2,170.8358,.0039091,-.0000279,-2.07e-07,-.065588
1998,1,6,5,2,2,1236.709,-.0067407,.0002235,-1.94e-06,.0631445
1998,2,6,0,1,3,121.4603,-.0047723,.0001156,-1.01e-06,.1012304
1998,2,6,1,1,3,66.66841,-.0170387,.0004647,-4.16e-06,.2383572
1998,2,6,2,1,3,48.15322,-.0069824,.000227,-2.31e-06,.0990816
1998,2,6,3,1,3,37.75188,-.0168613,.0005067,-4.65e-06,.1952185
1998,2,6,4,1,3,27.59294,-.0432975,.0010948,-9.06e-06,.5915646
1998,2,6,5,1,3,442.2316,-.0061141,.0002949,-3.26e-06,.0180827
1998,2,6,0,2,4,1274.54,.0183804,-.0003823,2.40e-06,-.2386792
1998,2,6,1,2,4,700.3316,.0203495,-.0004417,2.93e-06,-.2562701
1998,2,6,2,2,4,511.8468,.0080974,-.0001719,1.03e-06,-.0806064
1998,2,6,3,2,4,318.2481,.0284302,-.0006564,4.71e-06,-.3495326
1998,2,6,4,2,4,326.4071,.0139078,-.0003294,2.39e-06,-.1486307
1998,2,6,5,2,4,2367.768,.0220385,-.000445,2.78e-06,-.307953
1998,3,6,0,1,5,24.25902,.0427582,-.0009596,6.95e-06,-.5808312
1998,3,6,1,1,5,20.15103,-.002888,.0001356,-1.34e-06,.0142434
1998,3,6,2,1,5,14.3844,-.0265331,.0008416,-7.85e-06,.2563148
1998,3,6,3,1,5,4.328438,.0558379,-.0011424,7.63e-06,-.8412582
1998,3,6,4,1,5,7.397232,.1001376,-.0025968,.0000217,-1.194633
1998,3,6,5,1,5,71.4967,-.0818805,.0021838,-.0000182,.9794117
1998,3,6,0,2,6,186.741,.003629,.0000369,-1.20e-06,-.0883267
1998,3,6,1,2,6,89.84897,-.0235114,.0006152,-5.17e-06,.320753
1998,3,6,2,2,6,80.6156,-.0145418,.0004561,-4.28e-06,.1639168
1998,3,6,3,2,6,41.67156,.0085088,-.0002503,2.28e-06,-.0473213
1998,3,6,4,2,6,29.60277,-.0172541,.0004902,-4.22e-06,.216314
1998,3,6,5,2,6,140.5033,-.0486059,.0013191,-.0000111,.5779439
1998,1,7,0,1,1,252.495,-.0089604,.0001315,-6.74e-07,.2181332
1998,1,7,1,1,1,142.2712,-.0410147,.0008796,-6.31e-06,.6585818
1998,1,7,2,1,1,102.9911,-.0393377,.00082,-5.72e-06,.6477451
1998,1,7,3,1,1,60.33854,-.0124271,.0002807,-2.18e-06,.2160934
1998,1,7,4,1,1,35.71592,-.0467419,.0011351,-8.94e-06,.6507099
1998,1,7,5,1,1,144.9666,-.0561175,.001361,-.0000106,.7677417
1998,1,7,0,2,2,1962.505,-.0098877,.0001951,-1.32e-06,.1950068
1998,1,7,1,2,2,1089.729,-.0169442,.0003192,-2.07e-06,.3244373
1998,1,7,2,2,2,1201.009,-.0288092,.0006205,-4.47e-06,.4690492
1998,1,7,3,2,2,776.6615,-.0279986,.0006109,-4.46e-06,.4526774
1998,1,7,4,2,2,630.2841,-.0280545,.0005963,-4.21e-06,.4601112
1998,1,7,5,2,2,2268.033,-.039374,.0009183,-6.95e-06,.5726753
1998,2,7,0,1,3,690.0301,-.0030514,.0000653,-6.10e-07,.0879051
1998,2,7,1,1,3,499.5696,.0001725,-.0000424,3.82e-07,.067214
1998,2,7,2,1,3,341.623,-.0285081,.0006239,-4.59e-06,.460595
1998,2,7,3,1,3,290.116,-.014592,.0003318,-2.61e-06,.2492326
1998,2,7,4,1,3,324.0651,-.0027386,.0000418,-2.98e-07,.0914553
1998,2,7,5,1,3,1533.54,-.0262969,.0006337,-5.03e-06,.387967
1998,2,7,0,2,4,6631.97,-.0135465,.0003744,-3.24e-06,.1808269
1998,2,7,1,2,4,2553.43,-.0113452,.0002273,-1.62e-06,.2218349
1998,2,7,2,2,4,2899.377,-.0067132,.0001044,-6.02e-07,.1681785
1998,2,7,3,2,4,1874.884,-.0086008,.000175,-1.33e-06,.1785637
1998,2,7,4,2,4,2045.935,-.0122018,.0002559,-1.89e-06,.2276932
1998,2,7,5,2,4,22921.46,-.0064949,.0002047,-1.99e-06,.0925288
1998,1,8,0,1,1,206.5533,.0125208,-.0003218,2.43e-06,-.1082798
1998,1,8,1,1,1,127.8172,.0019296,-.0000891,7.85e-07,.045571
1998,1,8,2,1,1,100.2121,-.0288632,.0006324,-4.71e-06,.4701138
1998,1,8,3,1,1,55.79288,.0032146,-.0001016,7.96e-07,.0138871
1998,1,8,4,1,1,38.23031,-.0687827,.0016327,-.0000125,.961274
1998,1,8,5,1,1,157.7311,-.0030014,.0001745,-2.03e-06,.0058781
1998,1,8,0,2,2,1524.447,-.0050113,.000074,-4.20e-07,.1374349
1998,1,8,1,2,2,1035.183,-.0147367,.0002907,-2.01e-06,.2801552
1998,1,8,2,2,2,1115.788,-.008956,.0001657,-1.09e-06,.1899592
1998,1,8,3,2,2,734.2071,-.0128444,.0002395,-1.51e-06,.2528677
1998,1,8,4,2,2,694.7697,-.0109928,.0002399,-1.79e-06,.1982464
1998,1,8,5,2,2,3389.269,-.0173437,.0004573,-3.68e-06,.223889
1998,2,8,0,1,3,709.0069,-.0016457,-3.68e-06,1.28e-07,.0934082
1998,2,8,1,1,3,410.9878,-.0082958,.0001753,-1.42e-06,.1730105
1998,2,8,2,1,3,327.3172,.0000611,-.0000563,5.79e-07,.0806424
1998,2,8,3,1,3,272.0124,-.0019923,-.0000127,2.93e-07,.1104589
1998,2,8,4,1,3,220.4826,-.0039591,.0000385,-1.41e-07,.1352484
1998,2,8,5,1,3,1617.57,-.0070546,.0001734,-1.51e-06,.1323968
1998,2,8,0,2,4,4139.993,.0010894,-.0000455,3.16e-07,.0403498
1998,2,8,1,2,4,2587.012,.0005552,-.0000505,4.56e-07,.0598288
1998,2,8,2,2,4,2798.683,-.0140034,.0003101,-2.39e-06,.2454447
1998,2,8,3,2,4,2225.988,-.0125848,.0002474,-1.73e-06,.2457348
1998,2,8,4,2,4,2344.517,-.009117,.0001538,-9.16e-07,.2042
1998,2,8,5,2,4,22462.43,.0094128,-.0002094,1.44e-06,-.1012138
1998,3,8,0,1,5,98.7743,-.0165397,.0004149,-3.45e-06,.2493068
1998,3,8,1,1,5,55.35814,-.0041658,.0001056,-8.72e-07,.0822363
1998,3,8,2,1,5,25.42378,-.020907,.0004759,-3.70e-06,.3401305
1998,3,8,3,1,5,20.85597,.0239317,-.0004464,2.62e-06,-.3719305
1998,3,8,4,1,5,13.30064,-.0240293,.0007649,-7.30e-06,.2456255
1998,3,8,5,1,5,55.31049,-.0502622,.0013932,-.0000121,.5896046
1998,3,8,0,2,6,640.2257,-.0254176,.0006049,-4.78e-06,.3829748
1998,3,8,1,2,6,329.6419,.0195777,-.0005024,3.97e-06,-.2011962
1998,3,8,2,2,6,282.5762,.0049207,-.0001044,5.86e-07,-.0341515
1998,3,8,3,2,6,174.144,.0226856,-.0005056,3.51e-06,-.2855234
1998,3,8,4,2,6,144.6994,.0363329,-.0008331,6.09e-06,-.4721987
1998,3,8,5,2,6,420.6895,-.0483678,.0012777,-.0000106,.5940951
1998,1,9,0,1,1,133.3039,-.0184971,.0004085,-3.12e-06,.3144579
1998,1,9,1,1,1,61.44658,.02962,-.0006818,4.89e-06,-.3685692
1998,1,9,2,1,1,39.1827,-.0132073,.0003852,-3.63e-06,.1803475
1998,1,9,3,1,1,19.90478,-.0600214,.0015234,-.0000125,.7899194
1998,1,9,4,1,1,42.04667,-.0342039,.0008922,-7.45e-06,.4480842
1998,1,9,5,1,1,54.05268,-.0293319,.0008383,-7.33e-06,.3338108
1998,1,9,0,2,2,1178.696,.0005059,-.0000409,3.12e-07,.0564912
1998,1,9,1,2,2,771.5534,.0001873,-.0000248,1.66e-07,.052442
1998,1,9,2,2,2,983.8173,-.0045557,.0001194,-1.10e-06,.0929457
1998,1,9,3,2,2,562.0952,-.0027534,.0000869,-9.00e-07,.0604207
1998,1,9,4,2,2,424.9533,.006305,-.0001523,1.10e-06,-.0473004
1998,1,9,5,2,2,1397.947,-.0163046,.0004567,-3.91e-06,.2013353
1998,2,9,0,1,3,290.6573,-.0108114,.0002188,-1.64e-06,.2171906
1998,2,9,1,1,3,194.9532,-.0054262,.0000484,-6.26e-08,.1715496
1998,2,9,2,1,3,124.4888,-.0155826,.0003302,-2.47e-06,.281711
1998,2,9,3,1,3,94.93585,-.0226576,.000445,-2.99e-06,.4098579
1998,2,9,4,1,3,56.33354,-.0405845,.000886,-6.39e-06,.6355107
1998,2,9,5,1,3,355.9393,-.0169088,.0003992,-3.07e-06,.2608112
1998,2,9,0,2,4,1333.343,-.0214663,.0004499,-3.22e-06,.3710155
1998,2,9,1,2,4,1025.047,-.0134039,.0002376,-1.45e-06,.2743299
1998,2,9,2,2,4,1086.511,-.0164133,.0003335,-2.34e-06,.298681
1998,2,9,3,2,4,843.0641,.0055642,-.0001986,1.84e-06,.0054697
1998,2,9,4,2,4,674.6665,-.0337507,.0006973,-4.81e-06,.5627164
1998,2,9,5,2,4,5645.061,-.0144984,.0003363,-2.51e-06,.2283014
1998,1,10,0,1,1,58.5691,-.0007854,-.0000837,1.06e-06,.1253218
1998,1,10,1,1,1,21.60544,-.1096919,.0025155,-.0000189,1.586171
1998,1,10,2,1,1,12.6444,-.0272514,.0005262,-3.49e-06,.4948252
1998,1,10,3,1,1,5.18281,-.1037332,.0024475,-.0000187,1.443406
1998,1,10,4,1,1,.9926838,-.4599596,.0105473,-.0000787,6.504685
1998,1,10,5,1,1,2.589484,.0252462,-.0007965,8.25e-06,-.2630864
1998,1,10,0,2,2,608.4309,.0408128,-.0009777,7.39e-06,-.503762
1998,1,10,1,2,2,556.3946,.0301395,-.0007418,5.68e-06,-.3470691
1998,1,10,2,2,2,834.3556,.0097729,-.0002206,1.62e-06,-.1110943
1998,1,10,3,2,2,429.8172,.0164807,-.0003526,2.32e-06,-.207248
1998,1,10,4,2,2,421.0073,.0113874,-.0002636,1.95e-06,-.1272744
1998,1,10,5,2,2,1983.411,.0183459,-.0003735,2.52e-06,-.2640126
1998,2,10,0,1,3,139.9376,.0085518,-.0002354,1.81e-06,-.0482558
1998,2,10,1,1,3,127.6549,.0168284,-.0003675,2.39e-06,-.2006165
1998,2,10,2,1,3,89.80703,-.0071519,.0002473,-2.55e-06,.0895559
1998,2,10,3,1,3,47.78793,.0239002,-.0005004,3.19e-06,-.319078
1998,2,10,4,1,3,47.50272,.0128823,-.0002507,1.51e-06,-.1759795
1998,2,10,5,1,3,162.5642,-.0128885,.0004228,-3.96e-06,.1250995
1998,2,10,0,2,4,721.0624,.0138717,-.0003231,2.33e-06,-.1533845
1998,2,10,1,2,4,719.3451,.0155698,-.000351,2.47e-06,-.1853516
1998,2,10,2,2,4,779.193,-.0091545,.0002664,-2.37e-06,.1221523
1998,2,10,3,2,4,450.2121,.0300222,-.0006956,5.09e-06,-.3765006
1998,2,10,4,2,4,506.4973,.0057219,-.0000482,-2.76e-07,-.0978771
1998,2,10,5,2,4,1514.436,.0116987,-.0001936,9.22e-07,-.1816725
1998,3,10,0,1,5,134.4475,-.0258576,.0006318,-5.21e-06,.3882772
1998,3,10,1,1,5,80.35473,-.0020273,.0000643,-8.22e-07,.0651479
1998,3,10,2,1,5,46.38604,.0038614,.0000143,-9.76e-07,-.0753764
1998,3,10,3,1,5,24.42258,-.0506003,.0012339,-9.76e-06,.6996834
1998,3,10,4,1,5,13.33298,.0438164,-.0008187,4.49e-06,-.6744975
1998,3,10,5,1,5,41.35445,-.0783261,.0020516,-.000017,.9708374
1998,3,10,0,2,6,727.5525,.0022192,-.0000322,-3.13e-08,-.0017539
1998,3,10,1,2,6,514.6453,.0121787,-.0003215,2.51e-06,-.1010943
1998,3,10,2,2,6,385.614,.0168485,-.0003879,2.84e-06,-.2016715
1998,3,10,3,2,6,292.5774,.0258066,-.0005882,4.28e-06,-.3299241
1998,3,10,4,2,6,221.667,.0350763,-.0008083,6.05e-06,-.4616852
1998,3,10,5,2,6,365.6455,-.0018595,.0001759,-2.23e-06,-.0280237
1998,1,11,0,1,1,884.1358,-.011686,.0001943,-1.18e-06,.2594589
1998,1,11,1,1,1,448.6248,-.03109,.0006527,-4.71e-06,.525511
1998,1,11,2,1,1,226.6431,-.0374385,.000824,-6.12e-06,.5957148
1998,1,11,3,1,1,91.07529,-.0376836,.0008733,-6.81e-06,.5734074
1998,1,11,4,1,1,81.62219,-.0125647,.0003394,-3.08e-06,.1906083
1998,1,11,5,1,1,268.6551,-.0215129,.0005948,-5.22e-06,.2758537
1998,1,11,0,2,2,7463.864,.0041157,-.0001128,7.79e-07,-.0015501
1998,1,11,1,2,2,6215.375,.0021377,-.000062,4.00e-07,.0196857
1998,1,11,2,2,2,6300.357,.0050065,-.0001162,7.38e-07,-.028934
1998,1,11,3,2,2,4619.925,.0094509,-.0002235,1.58e-06,-.0883212
1998,1,11,4,2,2,5089.378,.0065399,-.0001334,7.54e-07,-.0627212
1998,1,11,5,2,2,20153.34,.0083123,-.0001283,5.09e-07,-.1253809
1998,2,11,0,1,3,1412.093,-.0043635,.0000329,-1.24e-08,.1514674
1998,2,11,1,1,3,969.0031,.0014646,-.000073,5.83e-07,.0526102
1998,2,11,2,1,3,601.6423,-.0142486,.000282,-2.00e-06,.2744043
1998,2,11,3,1,3,413.5191,-.0047255,.0000496,-1.97e-07,.1516977
1998,2,11,4,1,3,388.0427,-.0100837,.0002378,-2.02e-06,.184007
1998,2,11,5,1,3,1014.215,.0055319,-.0001135,6.37e-07,-.0472861
1998,2,11,0,2,4,5803.907,.0002531,-.0000305,2.09e-07,.0566263
1998,2,11,1,2,4,5119.997,.0012832,-.000056,4.56e-07,.0395642
1998,2,11,2,2,4,4797.358,.0001765,-.0000248,1.87e-07,.0511878
1998,2,11,3,2,4,3716.481,.0038669,-.0001005,6.90e-07,-.0062351
1998,2,11,4,2,4,4166.957,-.0035698,.000088,-7.95e-07,.0834396
1998,2,11,5,2,4,11655.79,.0130575,-.0002806,1.87e-06,-.1589373
1998,1,12,0,1,1,144.5191,-.0216529,.0004563,-3.29e-06,.372853
1998,1,12,1,1,1,39.88862,-.0193823,.0004879,-4.08e-06,.28709
1998,1,12,2,1,1,8.494895,-.0133271,.00026,-1.61e-06,.2434675
1998,1,12,3,1,1,.4112882,.019355,-.0007308,8.38e-06,-.1487836
1998,1,12,4,1,1,7.436068,-.0433166,.0009012,-6.08e-06,.6950805
1998,1,12,5,1,1,16.5274,.0109437,-.0001831,9.68e-07,-.1735717
1998,1,12,0,2,2,1430.481,.0186103,-.0004453,3.29e-06,-.2078126
1998,1,12,1,2,2,786.1114,.0212179,-.0004867,3.48e-06,-.2568123
1998,1,12,2,2,2,1106.505,.0275291,-.0006036,4.22e-06,-.3686504
1998,1,12,3,2,2,686.5887,.0116196,-.000216,1.24e-06,-.1641739
1998,1,12,4,2,2,570.5639,.0151281,-.0002838,1.68e-06,-.2237856
1998,1,12,5,2,2,3058.473,-.0071956,.0002597,-2.42e-06,.0567914
1998,2,12,0,1,3,162.1541,.0056879,-.000197,1.75e-06,.005532
1998,2,12,1,1,3,61.17664,-.0158614,.0004107,-3.61e-06,.2419313
1998,2,12,2,1,3,75.17066,.0199408,-.0003945,2.33e-06,-.275005
1998,2,12,3,1,3,40.99127,-.0333711,.000908,-7.89e-06,.4220283
1998,2,12,4,1,3,43.82693,.0105775,-.0001613,5.46e-07,-.1622127
1998,2,12,5,1,3,170.0736,-.0088603,.0003606,-3.80e-06,.0583292
1998,2,12,0,2,4,946.8459,.0065102,-.0001608,1.04e-06,-.0352357
1998,2,12,1,2,4,473.8234,.0051674,-.0000944,3.55e-07,-.0432046
1998,2,12,2,2,4,564.8293,.03087,-.0006997,4.99e-06,-.3958322
1998,2,12,3,2,4,308.0087,.0058032,-.0000708,-3.87e-08,-.0796333
1998,2,12,4,2,4,233.1731,.0070953,-.0001058,2.57e-07,-.0943436
1998,2,12,5,2,4,958.9264,-.0058602,.0002895,-3.26e-06,.0180437
1998,1,13,0,1,1,802.9039,-.0086365,.0001817,-1.40e-06,.1738728
1998,1,13,1,1,1,415.6158,-.0027516,.0000697,-7.24e-07,.077081
1998,1,13,2,1,1,349.2594,.0009151,9.35e-06,-3.79e-07,.0056331
1998,1,13,3,1,1,68.14719,-.0097769,.0002501,-2.17e-06,.1615575
1998,1,13,4,1,1,46.40176,.0198519,-.0005096,3.96e-06,-.1987253
1998,1,13,5,1,1,71.47441,.0187409,-.0003949,2.69e-06,-.2558968
1998,1,13,0,2,2,5364.096,.0076643,-.0001789,1.23e-06,-.0663505
1998,1,13,1,2,2,3709.384,.0088078,-.0002048,1.44e-06,-.0840814
1998,1,13,2,2,2,9900.741,.0144199,-.000307,2.19e-06,-.1941499
1998,1,13,3,2,2,2027.853,.0067622,-.0001409,8.81e-07,-.0690342
1998,1,13,4,2,2,1718.598,.0065497,-.0001332,8.22e-07,-.0693813
1998,1,13,5,2,2,5214.526,.0163383,-.0003433,2.38e-06,-.2242381
1998,2,13,0,1,3,895.1119,-.0112355,.000267,-2.14e-06,.1881337
1998,2,13,1,1,3,419.6346,-.0117444,.0002966,-2.52e-06,.1873789
1998,2,13,2,1,3,360.2133,-.0179765,.0005204,-4.72e-06,.2224176
1998,2,13,3,1,3,93.0814,.0054311,-.0000626,-1.79e-07,-.0671327
1998,2,13,4,1,3,68.47845,-.0120552,.0003442,-3.15e-06,.1660694
1998,2,13,5,1,3,134.6906,-.0091069,.0003628,-3.85e-06,.0685376
1998,2,13,0,2,4,3351.888,.0012217,-.0000302,8.23e-08,.026432
1998,2,13,1,2,4,2290.365,-.0004153,.0000307,-5.27e-07,.0344882
1998,2,13,2,2,4,4702.787,.0007448,.0000575,-9.62e-07,-.0263441
1998,2,13,3,2,4,1206.919,.0051274,-.0000967,4.62e-07,-.0465848
1998,2,13,4,2,4,988.5215,.0037179,-.0000646,2.50e-07,-.0288122
1998,2,13,5,2,4,2500.309,.0057585,-.0000576,-1.01e-07,-.096945
1998,1,14,0,1,1,170.4435,-.0350171,.0008623,-6.94e-06,.493242
1998,1,14,1,1,1,90.67067,.0046243,-.000074,2.11e-07,-.0458564
1998,1,14,2,1,1,62.84393,-.0380803,.0010025,-8.43e-06,.4898932
1998,1,14,3,1,1,38.80639,-.0485455,.0013127,-.0000112,.5953866
1998,1,14,4,1,1,22.24229,.0158837,-.000255,1.18e-06,-.2653706
1998,1,14,5,1,1,110.12,-.0088645,.0003183,-3.12e-06,.0784229
1998,1,14,0,2,2,1235.557,-.0072529,.0002175,-2.11e-06,.1106552
1998,1,14,1,2,2,749.3293,-.0026828,.0001122,-1.27e-06,.0421171
1998,1,14,2,2,2,915.1561,-.0174883,.0004692,-3.98e-06,.2334699
1998,1,14,3,2,2,512.1936,-.0140897,.0004424,-4.15e-06,.1558838
1998,1,14,4,2,2,532.7577,-.0114552,.0003851,-3.71e-06,.1140544
1998,1,14,5,2,2,1347.88,-.0226972,.0006657,-5.80e-06,.2441606
1998,2,14,0,1,3,437.4626,-.0031344,.0000818,-7.49e-07,.0726363
1998,2,14,1,1,3,240.2923,.0023027,-.0000124,-2.43e-07,-.023811
1998,2,14,2,1,3,320.2476,-.0223439,.000647,-5.76e-06,.2605422
1998,2,14,3,1,3,157.4474,-.0153051,.0004667,-4.20e-06,.1658369
1998,2,14,4,1,3,188.479,-.0207031,.000641,-5.88e-06,.2129142
1998,2,14,5,1,3,609.421,-.0326193,.0008881,-7.36e-06,.3811972
1998,2,14,0,2,4,2247.537,.0004123,6.14e-06,-3.15e-07,.0272061
1998,2,14,1,2,4,1333.708,.0025509,-.0000391,4.52e-08,-.0095883
1998,2,14,2,2,4,2032.752,-.0153388,.0003515,-2.63e-06,.2460071
1998,2,14,3,2,4,826.5526,.0083651,-.0001408,6.44e-07,-.1159138
1998,2,14,4,2,4,1012.521,.0064285,-.0000937,3.39e-07,-.0960873
1998,2,14,5,2,4,3162.579,-.017359,.0005033,-4.28e-06,.1904549
1998,3,14,0,1,5,152.6474,-.0059548,.0002374,-2.53e-06,.0555457
1998,3,14,1,1,5,65.13868,.0192561,-.0003741,2.22e-06,-.2755697
1998,3,14,2,1,5,39.33646,-.0085227,.0002847,-2.80e-06,.0983269
1998,3,14,3,1,5,20.95562,.0210923,-.0005546,4.91e-06,-.2489536
1998,3,14,4,1,5,19.2281,-.039951,.0010672,-8.92e-06,.4912683
1998,3,14,5,1,5,50.49387,-.0719106,.0018711,-.0000154,.8962473
1998,3,14,0,2,6,1456.353,.0103793,-.0001467,3.71e-07,-.1659231
1998,3,14,1,2,6,995.8613,.0017068,.000086,-1.55e-06,-.0689973
1998,3,14,2,2,6,1237.664,-.0223666,.0006395,-5.50e-06,.2532086
1998,3,14,3,2,6,414.0444,-.0000804,.000124,-1.76e-06,-.0457913
1998,3,14,4,2,6,479.7719,-.0173554,.0005936,-5.79e-06,.1535171
1998,3,14,5,2,6,992.5061,-.0380932,.0010482,-8.84e-06,.4409329
1998,1,15,0,1,1,157.0556,-.1845243,.0040723,-.0000294,2.739763
1998,1,15,1,1,1,37.15732,-.1529709,.0033436,-.000024,2.301417
1998,1,15,2,1,1,12.33954,-.1028695,.0021668,-.000015,1.606368
1998,1,15,3,1,1,2.916973,-.0538165,.0016277,-.000015,.55378
1998,1,15,4,1,1,1.001404,-.3210343,.0066962,-.000046,5.061091
1998,1,15,5,1,1,4.588832,.0643661,-.0013136,8.66e-06,-.9803809
1998,1,15,0,2,2,539.9444,-.0261407,.0005495,-3.97e-06,.4464685
1998,1,15,1,2,2,286.8427,.005751,-.000107,4.46e-07,-.0518344
1998,1,15,2,2,2,239.6605,.0216697,-.0004287,2.58e-06,-.306065
1998,1,15,3,2,2,151.083,.0071703,-.0000662,-2.66e-07,-.1256915
1998,1,15,4,2,2,98.9986,.0338615,-.0007024,4.67e-06,-.4876745
1998,1,15,5,2,2,320.4112,.0506583,-.0010086,6.58e-06,-.7942954
1998,2,15,0,1,3,86.49525,.0062958,-.000232,2.10e-06,.0147252
1998,2,15,1,1,3,23.59199,.0212712,-.0005632,4.63e-06,-.216322
1998,2,15,2,1,3,6.863395,-.0313699,.0005148,-2.30e-06,.5850223
1998,2,15,3,1,3,3.000087,-.0094595,.0005328,-6.36e-06,-.0154448
1998,2,15,4,1,3,5.325348,-.0933673,.0024282,-.0000201,1.16903
1998,2,15,5,1,3,5.000138,-.2241668,.0055555,-.0000442,2.924282
1998,2,15,0,2,4,759.5048,.0309498,-.0007522,5.64e-06,-.3579787
1998,2,15,1,2,4,410.408,.0147389,-.0003159,2.01e-06,-.1760915
1998,2,15,2,2,4,315.1366,.0585057,-.0013198,9.47e-06,-.7893313
1998,2,15,3,2,4,179.9999,.0314342,-.0006888,4.79e-06,-.4225288
1998,2,15,4,2,4,160.6747,.0262802,-.0005627,3.85e-06,-.3590082
1998,2,15,5,2,4,235.9999,-.0157889,.0004969,-4.54e-06,.1594679
1998,3,15,0,1,5,206.2961,.0279994,-.0007083,5.53e-06,-.3062247
1998,3,15,1,1,5,87.79276,-.0030378,.0000814,-7.87e-07,.072681
1998,3,15,2,1,5,39.70155,-.0019174,-.000026,5.40e-07,.1106697
1998,3,15,3,1,5,38.2027,.002346,-.0002092,2.52e-06,.1012507
1998,3,15,4,1,5,19.94739,.0322414,-.0009929,9.05e-06,-.2578302
1998,3,15,5,1,5,26.99666,.0146547,-.0003722,2.93e-06,-.1449782
1998,3,15,0,2,6,2082.704,.0166691,-.0004614,3.77e-06,-.1382314
1998,3,15,1,2,6,1361.207,.0230471,-.0006021,4.75e-06,-.2289604
1998,3,15,2,2,6,1134.298,.0331421,-.0008234,6.36e-06,-.3802356
1998,3,15,3,2,6,776.7973,.0514189,-.0012775,9.99e-06,-.6160466
1998,3,15,4,2,6,760.0526,.0390589,-.0009193,6.88e-06,-.4943796
1998,3,15,5,2,6,4784.003,.0044322,-.0000332,-7.62e-08,-.0889962
1998,1,16,0,1,1,206.0668,-.0875217,.0018835,-.0000134,1.352903
1998,1,16,1,1,1,95.3542,-.0565412,.0011472,-7.71e-06,.9328547
1998,1,16,2,1,1,56.77214,-.0354086,.0007265,-5.05e-06,.5993553
1998,1,16,3,1,1,31.36887,-.0416189,.0010046,-7.95e-06,.5933249
1998,1,16,4,1,1,20.20164,.0045313,-.0000632,-2.91e-08,-.0403133
1998,1,16,5,1,1,48.29793,.0063708,-.0001215,8.00e-07,-.081855
1998,1,16,0,2,2,1341.933,-.0147071,.0004501,-4.24e-06,.1750825
1998,1,16,1,2,2,585.6458,-.0178313,.0004368,-3.61e-06,.2760516
1998,1,16,2,2,2,675.2279,-.018087,.0004953,-4.28e-06,.2364006
1998,1,16,3,2,2,354.6311,-.0061175,.0002267,-2.34e-06,.0656217
1998,1,16,4,2,2,362.7984,-.0299074,.0007437,-5.85e-06,.4077736
1998,1,16,5,2,2,1475.702,-.0101511,.0003119,-2.66e-06,.1040041
1998,2,16,0,1,3,183.458,.0024359,-.0000837,7.92e-07,.0135904
1998,2,16,1,1,3,62.14943,.0313859,-.0007847,6.10e-06,-.3558747
1998,2,16,2,1,3,41.88198,-.0024957,.0000879,-1.02e-06,.0584218
1998,2,16,3,1,3,25.96501,.0281726,-.0006455,4.63e-06,-.3527026
1998,2,16,4,1,3,11.94525,-.0653924,.0017301,-.0000145,.8073652
1998,2,16,5,1,3,30.82184,-.0233339,.0006051,-4.68e-06,.2864994
1998,2,16,0,2,4,3392.542,-.0228453,.0006469,-5.59e-06,.2668885
1998,2,16,1,2,4,984.8506,-.0265071,.0007354,-6.34e-06,.3210867
1998,2,16,2,2,4,1035.118,-.0529623,.001436,-.0000122,.6311616
1998,2,16,3,2,4,423.035,-.0105816,.000341,-3.16e-06,.1112119
1998,2,16,4,2,4,569.0548,-.0535986,.0013935,-.0000113,.6637269
1998,2,16,5,2,4,1480.178,-.0204801,.0005845,-4.97e-06,.2305161
1998,3,16,0,1,5,1128.488,.0107226,-.000212,1.13e-06,-.1241859
1998,3,16,1,1,5,498.0551,.0134387,-.0003068,2.07e-06,-.1434261
1998,3,16,2,1,5,349.7377,.048919,-.0011565,8.63e-06,-.6180356
1998,3,16,3,1,5,242.0207,.034103,-.0007482,5.12e-06,-.4522917
1998,3,16,4,1,5,216.288,.0847334,-.0019716,.0000146,-1.122382
1998,3,16,5,1,5,1237.836,-.0104238,.0004447,-4.79e-06,.0531365
1998,3,16,0,2,6,5892.512,-.0035752,.0000649,-5.46e-07,.1050428
1998,3,16,1,2,6,4025.945,.0065811,-.0001778,1.29e-06,-.0284167
1998,3,16,2,2,6,3399.262,.0179168,-.000445,3.41e-06,-.1896187
1998,3,16,3,2,6,2450.979,.0522752,-.0012591,9.56e-06,-.6490297
1998,3,16,4,2,6,2046.712,.068888,-.0016459,.0000125,-.8783394
1998,3,16,5,2,6,12413.16,-.0002993,.0001611,-2.28e-06,-.0609942
1998,1,17,0,1,1,109.5754,-.0169001,.0003344,-2.40e-06,.3228374
1998,1,17,1,1,1,88.66251,-.0049143,.0000564,-2.92e-07,.1551232
1998,1,17,2,1,1,109.8828,.0016586,.0000231,-7.65e-07,-.0176647
1998,1,17,3,1,1,47.74857,.0105404,-.0001047,-4.03e-07,-.183683
