1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,0,0,0,0,.7850075,1.914657,0,.0293539,0,.0840869,.0286276,.3813839,3.721141,2.105693,0,0,.492863,0,.3850208,0,0,1
3,1,3,0,.0442925,0,0,.6889731,1.482955,0,.2477581,.067021,.1852029,3.930534,0,3.261812,3.220689,0,0,.1031183,0,0,0,0,1
4,1,4,0,0,0,0,0,.2489824,.2001635,.6702897,0,.6860185,1.747589,5.813991,.9777652,1.996081,.8548232,0,0,0,.2557193,0,0,1
5,1,5,0,0,0,0,0,0,.6027661,.4288447,0,0,2.596372,6.208801,.8423907,3.300531,1.110729,.0346293,0,0,.1060826,.0153845,0,1
6,1,6,0,0,1.515252,0,.6774025,.4404783,0,.1652416,0,1.016292,9.710493,.7922104,0,2.394707,0,0,1.441233,0,1.255665,0,0,1
7,1,7,0,2.043895,.8402867,0,.9051713,.9652334,0,.1794962,0,1.367967,8.472216,0,0,1.07789,0,0,1.048524,0,.3375543,0,0,1
8,1,8,0,2.503235,0,0,1.158059,.9185135,0,.3510884,.5819556,.6155597,8.60289,0,.845313,2.550133,0,0,.3959549,0,0,0,0,1
9,1,9,0,0,0,0,1.566337,.3892365,0,.8968614,0,0,8.432999,1.768216,.706903,2.673005,0,0,.4375981,0,.8431823,.3053724,0,1
10,1,10,0,1.997399,0,0,.4893177,1.045895,0,0,0,0,8.298837,0,.2655931,3.727943,0,0,.5121854,.0047242,.5640169,.4720389,0,1
11,1,11,0,0,0,0,1.335074,.5276319,0,0,0,0,9.492214,.5840272,.2879075,3.079803,0,0,.5901291,.0659299,.741685,.402265,0,1
12,1,12,0,2.163352,1.350831,0,0,.7882479,0,.1885251,.3295886,.3896367,9.676745,0,0,2.630849,1.053087,0,.8923731,0,0,0,0,1
13,1,13,0,1.172905,1.666006,0,.6360417,2.678975,0,0,0,.9732149,9.48614,0,0,1.234619,0,0,.0768782,.0285647,.1685614,0,0,1
14,1,14,.1508687,0,.2933306,0,.0857846,0,0,.0924276,0,.0704047,0,1.078074,0,.2635408,0,.4299771,.117832,0,.3237774,0,1,0
15,1,15,.057023,0,0,0,.4648153,1.623866,0,.629237,.1446722,.2535454,0,1.268945,3.226886,2.210278,0,0,.6879549,0,0,0,1,1
16,1,16,.8282101,0,.0357998,0,.1448493,.930838,0,.6214206,.2518438,.3503009,0,4.772553,0,2.878875,0,0,.9134398,0,0,0,1,1
17,1,17,0,0,0,0,.4463387,1.284292,.0740694,1.02302,.5491157,.0111944,3.829545,.2970915,2.892687,3.446991,0,0,0,0,0,0,1,1
18,1,18,0,0,0,0,0,.4631111,.1454353,.3447493,0,.6350098,1.781818,5.764831,.5670954,2.835409,.7445309,0,0,0,.0140399,0,1,1
19,1,19,0,0,0,0,0,.0210329,.415136,.4741923,.0023942,.1056076,3.452256,5.987384,.324708,3.463593,1.079866,0,0,0,0,0,1,1
