sample	newcode	beta1	beta2	beta3	beta4	beta5	beta6	beta7	beta8	beta9	sigma
55	3	.016782001	.047931999	.042521998	-.00043499999	-1.0314	-.17589	-.51087999	-.1234	-.44225001	.12687001
56	3	.016789	.050351001	.042096999	-.000432	-1.0671999	-.17968	-.52227002	-.12662999	-.39713001	.12684
57	3	.017646	.050769001	.041627999	-.00042659999	-.91447002	-.17701	-.52493	-.13373999	-.38789999	.12695
58	3	.017612999	.050372999	.040174998	-.0004096	-.97588998	-.18165	-.52393001	-.13107	-.41582	.12723
59	3	.01737	.050912	.040913999	-.00042	-.88896	-.17365	-.53434002	-.13117	-.41255999	.12628999
60	3	.017612001	.049789	.03968	-.0004055	-.96173	-.16985001	-.51602	-.12717	-.38223001	.12523
61	3	.015942	.04989	.041358002	-.000424	-.97595	-.17984	-.52184999	-.12862	-.42021999	.12640999
62	3	.016604999	.051796	.039512001	-.00040389999	-.98518997	-.18604	-.52073997	-.133	-.41043001	.12605
63	3	.017766001	.050322998	.041060001	-.00042319999	-.99423999	-.18366	-.53843999	-.13275	-.39541	.12744001
64	3	.017747	.048826002	.040081002	-.0004085	-.94345999	-.17256001	-.51492	-.12587	-.41229001	.12589
65	3	.017666001	.050503999	.039593998	-.00040389999	-.91570997	-.16967	-.52572	-.12942	-.41194001	.12743001
66	3	.018046999	.049633	.039822001	-.00040749999	-1.0349	-.18054	-.52318001	-.12789001	-.42932001	.12479
67	3	.017291	.049467999	.042034999	-.00043260001	-.93099999	-.17167	-.52588999	-.12722	-.42142999	.12602
68	3	.017401	.049040999	.040277999	-.00041000001	-.96732998	-.16653	-.51525003	-.12666	-.40298	.12439
69	3	.016861999	.050655	.040757	-.00041959999	-.98931003	-.17927	-.52724999	-.13212	-.40581	.12576
70	3	.016804	.049513999	.038943	-.0003937	-.99339002	-.17772	-.51950997	-.12396	-.41646999	.12515
71	3	.016851	.048633002	.039944001	-.00040719999	-1.025	-.17691	-.52594	-.12876	-.39388001	.12602
72	3	.017496999	.049176998	.040596001	-.0004123	-.92789	-.17741001	-.51240999	-.12406	-.40447	.12707999
73	3	.016734	.051165	.040091999	-.00041159999	-.95381999	-.17824	-.52582002	-.12931	-.43371001	.12653001
74	3	.016487001	.050958999	.039574999	-.0004009	-.93194997	-.17121001	-.52433002	-.12729999	-.41475001	.12541001
75	3	.016933	.049619999	.042676002	-.0004397	-.93374002	-.17756	-.51166999	-.12621	-.41046	.1265
76	3	.017643001	.049586002	.038718	-.0003932	-1.0561	-.18064	-.52684999	-.12706	-.43081	.12598
77	3	.016758	.049626	.038601	-.00039239999	-1.0111001	-.17167	-.51697999	-.12424	-.43686	.12385
78	3	.017205	.050448	.041753002	-.00043099999	-.97070003	-.16659001	-.52307999	-.12941	-.44297999	.12571999
79	3	.016652999	.051352002	.039955001	-.00040769999	-.92806	-.18432	-.51555002	-.12803	-.39563999	.12533
80	3	.017501	.050028	.041398	-.00042729999	-.94041997	-.17327	-.52985001	-.13144	-.42653	.12720001
81	3	.017790999	.049756002	.041106001	-.00042130001	-.99247003	-.16832	-.50783998	-.12827	-.39313	.12559
82	3	.017585	.051642999	.040025	-.00041040001	-.93791002	-.17120001	-.52354997	-.12994	-.38387001	.12547
83	3	.015936	.049647	.040065002	-.00040670001	-1.0383	-.17251	-.52069002	-.12981001	-.41519001	.12559
84	3	.01677	.049826998	.040158998	-.00041149999	-1.0017999	-.17491999	-.53065002	-.12465	-.40055999	.12657
85	3	.015272	.051784001	.041648999	-.0004279	-1.0048	-.18012001	-.51814997	-.13131	-.42359	.12535
86	3	.016235	.049858	.040605001	-.00041859999	-.96272999	-.16884001	-.52915001	-.12820999	-.41086999	.12537
87	3	.016257999	.049663	.039671	-.0004014	-.97141999	-.17802	-.51182997	-.12422	-.42603999	.12531
88	3	.016601	.049688999	.041136	-.0004243	-.99343002	-.17747	-.52164	-.12804	-.42070001	.12605
89	3	.016088	.050142001	.041533001	-.00042200001	-.96433997	-.17487	-.52564001	-.12611	-.39317	.12653001
90	3	.016693	.050413001	.037177	-.00037610001	-.98413002	-.16474	-.52266997	-.12288	-.45205	.12587
91	3	.016539	.048826002	.040006999	-.00040670001	-1.0082999	-.18788999	-.51993001	-.13036001	-.42364001	.1248
92	3	.017972	.049919002	.041301001	-.00042269999	-.94107997	-.17546	-.53509998	-.13206001	-.41102999	.12639999
93	3	.016285	.049318001	.041813001	-.00042729999	-.98249	-.17442	-.52143002	-.13075	-.41046	.12519
94	3	.017168	.049603	.042119	-.0004314	-.95462	-.17508	-.53052002	-.12799001	-.43538001	.1248
95	3	.016078999	.050198998	.04061	-.00041430001	-.90043998	-.16302	-.51944	-.12837	-.42627001	.1258
96	3	.016031001	.051337	.04132	-.00042349999	-.91355997	-.17550001	-.51512998	-.12640999	-.38947999	.12436
97	3	.0166	.048902001	.043931998	-.00045359999	-.91496003	-.17519	-.53602999	-.13319001	-.40474001	.12647
98	3	.018285999	.049066	.037487	-.0003778	-1.1052999	-.18219	-.51836002	-.13061	-.41483	.12874
99	3	.016648	.050377	.040842999	-.0004166	-.98435003	-.17426001	-.51222998	-.12695999	-.43325999	.12372
100	3	.016964	.051024001	.043412	-.00044949999	-.98404998	-.18388	-.51616001	-.13046999	-.41975001	.12549999
0	4	.021481	.059494998	.041448999	-.00043479999	-.75761998	-.14788	-.52506	-.099650003	-.36193001	.15414
1	4	.021337001	.059161	.042132001	-.0004439	-.76666999	-.14792	-.52613997	-.099486999	-.35163999	.15484001
2	4	.021472	.059633002	.041783001	-.00044090001	-.73641998	-.14598	-.51697999	-.097176999	-.34097001	.15532
3	4	.022343	.058486	.041453	-.00043750001	-.76157999	-.14537001	-.51976001	-.099343002	-.36368001	.15431
4	4	.021387	.059558999	.040371001	-.0004248	-.76036	-.14952999	-.50844002	-.097062998	-.35260999	.15448999
5	4	.021911001	.060816001	.039779	-.00042140001	-.73443002	-.13805	-.52232999	-.095678002	-.3326	.15631001
6	4	.020931	.060164001	.040824	-.00042540001	-.72114998	-.14417	-.50888997	-.095568001	-.33757001	.15573999
7	4	.023148	.057920001	.043095	-.0004554	-.71125001	-.1463	-.50866002	-.094517998	-.34051001	.15612
8	4	.021403	.060254	.040256001	-.0004201	-.76809001	-.14568999	-.50866997	-.10349	-.35655999	.15385
9	4	.022415999	.059452001	.041469999	-.00043489999	-.76937997	-.14172	-.52833998	-.093153	-.34182999	.15509
10	4	.022438999	.058651	.042390998	-.0004437	-.73509002	-.14498	-.50765002	-.098823003	-.37415999	.15392999
11	4	.021357	.059105001	.040966	-.00042880001	-.79888999	-.15071	-.51893997	-.099762	-.35867	.15328
12	4	.021822	.059337001	.040116999	-.00041790001	-.77234	-.14772999	-.52116001	-.096855	-.32843	.15449999
13	4	.021588	.060252	.042126998	-.00044249999	-.76844001	-.14712	-.51383001	-.099454001	-.33893999	.15528999
14	4	.022205001	.059431002	.040746	-.00043019999	-.74769002	-.14201	-.50849998	-.098387003	-.35381001	.15458
15	4	.022138	.058832001	.041776001	-.00043859999	-.72358	-.15187	-.51024002	-.096455999	-.34237999	.15246999
16	4	.021831	.059319001	.039749999	-.00041479999	-.76280999	-.14651	-.52173001	-.10049	-.33669999	.15378
17	4	.021999	.061599001	.040112998	-.0004206	-.76788002	-.15277	-.51121998	-.10123	-.34873	.15622
18	4	.020869	.061117001	.039358001	-.0004128	-.75787002	-.14703999	-.50444001	-.097002	-.33684999	.15583999
19	4	.020567	.060251001	.041547999	-.00043320001	-.72329003	-.13998	-.51788998	-.094080999	-.34707001	.15362
20	4	.022508999	.059588	.041751999	-.0004391	-.76786	-.14337	-.49612001	-.095696002	-.34636	.15491
21	4	.020697	.058784999	.043490998	-.00046030001	-.75612003	-.1444	-.54181999	-.10159	-.36921999	.15436999
22	4	.022120001	.059315	.040773999	-.00042709999	-.78884	-.14898001	-.51966	-.098293997	-.37088999	.15474001
23	4	.021774	.059455	.044847	-.00047629999	-.75428998	-.15616	-.52788001	-.10667	-.35640001	.15486
24	4	.023801001	.059238002	.044693001	-.0004741	-.7529	-.14850999	-.51071	-.097562999	-.33658001	.15663999
25	4	.021862	.059163999	.038692001	-.00040220001	-.75195003	-.14327	-.52891999	-.093378998	-.33320999	.15691
26	4	.021362999	.059836999	.041997999	-.00044470001	-.71784002	-.13663	-.49496001	-.085795	-.35587001	.15542001
27	4	.021746	.058961	.042663001	-.00045230001	-.73231	-.14902	-.52122003	-.091627002	-.33293	.15752
28	4	.021230999	.060173001	.041753002	-.00044040001	-.77634001	-.14372	-.51833999	-.095229998	-.35501999	.15493
29	4	.022111	.060364999	.042089999	-.00044410001	-.75212997	-.15266	-.50828999	-.1034	-.36675999	.1533
30	4	.020722	.060440999	.040258002	-.0004244	-.75786	-.14928	-.51473999	-.099310003	-.35218	.15473001
31	4	.020436	.060704999	.043207001	-.0004543	-.71798998	-.14451	-.50735998	-.095301002	-.33695	.15646
32	4	.0228	.060169	.042989001	-.0004542	-.74023998	-.14653	-.51341999	-.098384	-.34658	.15566
33	4	.022337001	.060741998	.040734999	-.0004287	-.68923002	-.14119001	-.50607997	-.098081999	-.36272001	.15707
34	4	.021868	.060428999	.041363001	-.00043839999	-.76648998	-.14035	-.49965999	-.095908999	-.34202	.15425
35	4	.021631001	.059121002	.042801999	-.00045210001	-.74469	-.14225	-.50121999	-.097185001	-.34099999	.15431
36	4	.021516999	.057581	.041746002	-.00043789999	-.77491999	-.1468	-.51475	-.098980002	-.34939	.15428001
37	4	.022179	.059392001	.041450001	-.00043330001	-.75661999	-.14853001	-.51236999	-.1011	-.34176001	.15496001
38	4	.022017	.060539	.041836999	-.0004391	-.72564	-.14366999	-.51868999	-.098995	-.33204001	.15531
39	4	.021737	.060541999	.041696999	-.00043809999	-.74642998	-.13998	-.49768001	-.092602998	-.32174999	.15331
40	4	.022342	.06092	.041083999	-.00043389999	-.74777001	-.14667	-.50896001	-.095012002	-.35646001	.15549999
41	4	.021404	.059967998	.040346999	-.0004247	-.78750998	-.14545999	-.52104002	-.096842997	-.36496001	.15595999
42	4	.022128999	.061197001	.040162999	-.0004243	-.73495001	-.149	-.50849003	-.096074	-.33412999	.15423
43	4	.022721	.059827	.042410001	-.0004478	-.70160002	-.13946	-.50525999	-.093617	-.35543999	.15617
44	4	.020876	.060894001	.042296	-.0004472	-.74918002	-.14723	-.51648998	-.099163003	-.38084999	.15443
45	4	.020093	.060024001	.040920001	-.00042980001	-.76871002	-.14817999	-.52867001	-.10228	-.36190999	.15514
46	4	.020406	.060798001	.041163001	-.00043260001	-.76209003	-.15099999	-.5086	-.097166002	-.33175001	.15620001
47	4	.020849001	.060718998	.041843001	-.00043760001	-.72232002	-.15239	-.51687002	-.10081	-.33269	.15399
48	4	.020895001	.060548	.039196	-.00041129999	-.75088	-.14202	-.50726998	-.096266001	-.32780001	.15477
49	4	.021134	.059904002	.042529002	-.0004512	-.80181003	-.14357001	-.52072001	-.093845002	-.34603	.15365
50	4	.021961	.060637001	.040773999	-.00042619999	-.73237002	-.14408	-.53231001	-.10344	-.34643999	.15460999
51	4	.021354999	.059788	.043272	-.00045980001	-.73220998	-.14455	-.51436001	-.096418999	-.34810999	.15625
52	4	.021266	.059370998	.041802999	-.000439	-.75879002	-.14544	-.53705001	-.097286001	-.36862001	.15335999
53	4	.022268999	.059156001	.040692002	-.0004245	-.76262999	-.1497	-.51528001	-.10231	-.34053001	.15116
54	4	.022933999	.062034	.043132	-.00045749999	-.73032999	-.14613	-.49583	-.095799997	-.34165001	.15701
55	4	.020626999	.058878001	.042591002	-.00045200001	-.76896	-.13531999	-.52266002	-.091270998	-.36079001	.15433
56	4	.022061	.060353	.039941002	-.00041820001	-.73175001	-.14599	-.52327001	-.095146999	-.35007	.15364
57	4	.021025	.061163001	.042668998	-.00045009999	-.77135998	-.14650001	-.50577003	-.097907998	-.31964999	.15287
58	4	.020733001	.060311001	.043095	-.0004547	-.75176001	-.15115	-.51446998	-.10196	-.33748001	.15518001
59	4	.020633999	.059645999	.041407999	-.0004323	-.72764999	-.13958	-.51138002	-.095668003	-.34953001	.15525
60	4	.020189	.059652001	.041016001	-.0004286	-.76659	-.14944001	-.54281002	-.099469997	-.32699001	.15475
61	4	.021708	.058656	.043375999	-.0004551	-.73650998	-.14814	-.50639999	-.095445	-.34514999	.15583999
62	4	.022004001	.060160998	.040975999	-.0004323	-.74391001	-.14424001	-.50119001	-.093728997	-.30873001	.15549999
63	4	.019734001	.059588999	.040166002	-.00041859999	-.77714002	-.14655	-.51741999	-.096598998	-.35102001	.15626
64	4	.021498	.060369	.041437998	-.00043499999	-.76776999	-.14432999	-.51367998	-.097048998	-.33309001	.15339001
65	4	.023077	.058881	.042679001	-.00044999999	-.73045999	-.14368001	-.51826	-.097263001	-.34024	.15493999
66	4	.021274	.059278	.041903999	-.00044140001	-.79152	-.14392	-.52740002	-.097859003	-.33853	.15691
67	4	.020403	.061503001	.039083999	-.0004056	-.73796999	-.14523	-.52116001	-.098738	-.34624001	.15651999
68	4	.022141	.059941001	.040899999	-.00043260001	-.77314001	-.14673001	-.51942003	-.098720998	-.36300999	.15676001
69	4	.02203	.060763001	.040973	-.00043119999	-.73764998	-.1445	-.5061	-.096648999	-.34130001	.15637
70	4	.021531999	.059282001	.042479001	-.00044890001	-.76299	-.14827999	-.50542998	-.096704997	-.33715001	.1547
71	4	.022418	.060191002	.039933	-.00041800001	-.70858997	-.14677	-.52337003	-.095417999	-.33203	.15694
72	4	.021896999	.058233999	.042321	-.00044520001	-.75825	-.14963999	-.51925999	-.10423	-.35049999	.15433
73	4	.021531999	.060649998	.042458002	-.00044619999	-.77508003	-.15209	-.51842999	-.10201	-.34002	.15459
74	4	.022329999	.060529999	.040986001	-.00042960001	-.77072001	-.15209	-.51007003	-.099987999	-.33129999	.15559
75	4	.021740001	.060543999	.040539999	-.00042619999	-.72918999	-.14353	-.50909001	-.098071001	-.34316999	.15414
76	4	.021570001	.059317	.042034	-.00043849999	-.74396002	-.14771	-.51003999	-.10002	-.34175	.15399
77	4	.020067999	.061923001	.039833002	-.00041730001	-.74295998	-.14691	-.50624001	-.098327003	-.33719999	.15477
78	4	.022332	.060059998	.042238001	-.0004468	-.73806	-.14195	-.51971	-.096400999	-.34465	.15628999
79	4	.021886	.059574001	.043354001	-.00046099999	-.73382002	-.14684001	-.50748998	-.097244002	-.3378	.1547
80	4	.021437	.059893999	.043223001	-.00045550001	-.74813002	-.14652	-.50542003	-.10058	-.33644	.15543
81	4	.022159001	.059237	.040874999	-.0004286	-.74518001	-.14339	-.49430001	-.094089001	-.34488001	.15491
82	4	.021085	.059863001	.040998999	-.00042920001	-.73958999	-.14374	-.51233	-.099555001	-.34024999	.1548
83	4	.022109	.059687	.041165002	-.00043290001	-.75819999	-.14769	-.51384997	-.095123999	-.32929	.15453
84	4	.022257	.059691001	.040692002	-.00043039999	-.76261997	-.14191	-.50217003	-.091067001	-.33671999	.15412
85	4	.021330999	.058832999	.041574001	-.00043680001	-.74532002	-.15527999	-.51897001	-.10217	-.36030999	.15555
86	4	.022518	.060178	.039413001	-.00041129999	-.71969998	-.14332999	-.51191002	-.098526999	-.35067001	.15459999
87	4	.022282001	.060726002	.039400999	-.00041470001	-.76001	-.14026999	-.49022999	-.093730003	-.37457001	.15451001
88	4	.020798	.058120999	.041455999	-.00043670001	-.80936998	-.15287	-.51300001	-.10284	-.36774001	.15414999
89	4	.021640001	.060782	.041189	-.0004315	-.74722999	-.14678	-.52083999	-.097985998	-.36772001	.15374
90	4	.021732001	.059220999	.041467998	-.00043680001	-.76927	-.14763001	-.51858002	-.10076	-.35755	.1564
91	4	.022678001	.060222998	.040236	-.0004209	-.74068999	-.14519	-.50650001	-.10333	-.34799999	.15445
92	4	.022367001	.058635999	.042424999	-.00044120001	-.78558999	-.1513	-.51133001	-.098010004	-.33383	.15486
93	4	.022268999	.061498001	.042268001	-.00044420001	-.74441999	-.14662001	-.50323999	-.09832	-.33917999	.1557
94	4	.023637	.059202	.043387	-.00045679999	-.74116999	-.14504001	-.50646001	-.099964	-.33261001	.15722001
95	4	.023084	.059877999	.043675002	-.000463	-.72807002	-.14765	-.50629997	-.097475998	-.33568001	.15445
96	4	.021291001	.059943002	.043035001	-.00045339999	-.73728001	-.1453	-.50673997	-.097944997	-.32391	.15773
97	4	.022015	.060027	.043547999	-.00046089999	-.71403998	-.14317	-.50959998	-.099196002	-.34189999	.15586001
98	4	.020126	.059824001	.042001002	-.00044080001	-.76428002	-.15053999	-.52687001	-.10059	-.32618999	.15452
99	4	.021522	.059326001	.041653998	-.0004358	-.74515998	-.14875001	-.52244002	-.096084997	-.3238	.15683
100	4	.021684	.059425998	.040525999	-.00042510001	-.73993999	-.14485	-.50322998	-.096481003	-.35405001	.15508001
0	5	-.0002325	.081596002	.04992	-.00053399999	-.98014998	-.18908	-.54798001	-.12526999	-.64126003	.15399
1	5	.00075760001	.080278002	.049318999	-.0005272	-.99008	-.18877999	-.54623997	-.12164	-.62884998	.15286
2	5	.00014429999	.082465	.050253998	-.00053800002	-.9619	-.18027	-.53346002	-.12054	-.66883999	.15206
3	5	.0012968	.081788003	.049171001	-.00052940001	-.99125999	-.19562	-.53981	-.13324	-.62217999	.15477
4	5	.0013347	.082500003	.050767999	-.00054430001	-.97100002	-.20006999	-.56514001	-.13926999	-.60387999	.15444
5	5	.0000145	.084581003	.049068999	-.00052649999	-.95252001	-.18475001	-.53302002	-.12781	-.59538001	.15674999
6	5	-.0002372	.081807002	.050521001	-.0005429	-.94510001	-.18604	-.53468001	-.12389	-.66828001	.15684
7	5	-.00082920003	.083319999	.049022999	-.00052449998	-.97375	-.19137	-.53917998	-.12288	-.62538999	.15464
8	5	.00057169999	.082975	.051823001	-.00056020002	-.9885	-.18956	-.53539997	-.12885	-.66400999	.15413
9	5	.000091499998	.081573002	.052189	-.00056020002	-.95678997	-.16779999	-.51800001	-.11016	-.65617001	.15395001
10	5	.0018741	.083435997	.048241999	-.00051639997	-.97845	-.18492	-.53114003	-.11824	-.70653999	.15414999
11	5	-.0017768	.081198998	.051162999	-.00055350002	-1.0259	-.19332001	-.55195999	-.12459	-.63444	.15324999
12	5	-.000099299999	.083494	.048576001	-.00052110001	-.97737998	-.17732	-.51727998	-.11665	-.67070001	.15428001
13	5	.00027660001	.083314002	.049878001	-.00053600001	-.98330998	-.19823	-.54133999	-.12851	-.65862	.15464
14	5	.0002522	.082060002	.049989	-.00053760002	-.97776002	-.18973	-.53024	-.12242	-.61878997	.15588
15	5	-.000235	.082473002	.047187999	-.00050590001	-.98852003	-.19007	-.54587001	-.12417	-.69593	.15622
16	5	.0018225	.080785997	.050324	-.00053750002	-.95564002	-.18166	-.54386997	-.12172	-.63709003	.15691
17	5	.0018873001	.081340998	.049410999	-.00053179997	-.9551	-.17365	-.52539998	-.11313	-.64124	.15485001
18	5	-.00055479998	.082629003	.050136	-.00053919997	-.986	-.18696	-.53640002	-.12867001	-.63205999	.15451001
19	5	.0001733	.080715001	.048813	-.00051909999	-.98097003	-.19683	-.56023997	-.12890001	-.64024001	.15322
20	5	.00074799999	.082015999	.049281999	-.00052950002	-.97395003	-.18632001	-.54620999	-.12819	-.63716	.15671
21	5	-.00032200001	.082654998	.052246999	-.00056309998	-.96025002	-.19465999	-.54676998	-.12953	-.59302998	.15423
22	5	.0024226999	.081501998	.050636001	-.00054510002	-.98746997	-.18544	-.52761	-.11873	-.61431003	.15587001
23	5	-.000098899996	.083819002	.051240999	-.00054919999	-.97139001	-.19375999	-.54558003	-.13101	-.58860999	.15620001
24	5	-.000038300001	.083476998	.048333999	-.00051789999	-.96837002	-.1973	-.53600001	-.12864	-.67315	.15693
25	5	.00076530001	.082291	.050009001	-.0005356	-.95643997	-.19004001	-.52092999	-.12616	-.69793999	.15502
26	5	.0009093	.083071001	.049890999	-.000535	-.96999002	-.18719	-.53204	-.12479	-.59683001	.15515
27	5	.0014108	.080503002	.050992001	-.00054789998	-.96688002	-.19828001	-.54650998	-.13813999	-.67644	.15458
28	5	.00075980002	.081692003	.050774001	-.00054430001	-.96834999	-.19183999	-.55693001	-.13045999	-.62506998	.15413
29	5	-.00098999997	.083223	.050556999	-.00054480002	-.96855998	-.18212	-.54514003	-.1248	-.67347997	.15304001
30	5	.0000492	.081325002	.048492	-.00052090001	-.97153997	-.19575	-.56357998	-.13029	-.66249001	.15475
31	5	.0004051	.083120003	.048703	-.0005192	-.96407002	-.18430001	-.53920001	-.12079	-.63218999	.15696999
32	5	.00091330003	.081593998	.050499	-.0005428	-.95275998	-.1884	-.54022998	-.12613	-.62805998	.15494999
33	5	.0000287	.082585998	.050422002	-.0005431	-.94801003	-.19292	-.54101002	-.12654001	-.60929	.15332
34	5	-.00077799999	.082937002	.050324	-.00053780002	-.98583001	-.20084	-.54987001	-.13574	-.62230003	.15725
35	5	-.00025149999	.080880001	.050629999	-.00054430001	-.96070999	-.18672	-.53439999	-.11865	-.65619999	.15521
36	5	.0001162	.082052	.048811	-.00052130001	-.97591001	-.18551999	-.54618001	-.12146	-.60237998	.15499
37	5	-.00038479999	.082250997	.051059	-.00054749998	-.98847997	-.19013	-.53816003	-.12255	-.62317002	.15487
38	5	.000070599999	.083708003	.049245998	-.0005273	-.96125001	-.18692	-.52849001	-.12291	-.58462	.15685
39	5	.00039999999	.081394002	.049067002	-.00052389997	-.95766997	-.1802	-.53746998	-.11773	-.69384998	.15571
40	5	.00039060001	.083342999	.050193001	-.00053840003	-.97890002	-.1934	-.53289998	-.12333	-.61405998	.15592
41	5	.00053060002	.083591998	.049957	-.00053590001	-.97808999	-.18957999	-.53399003	-.12471	-.65065998	.15435
42	5	-.0015031	.082454003	.049458001	-.00052940001	-1.0197001	-.18588001	-.52853	-.12237	-.66500998	.15511
