,edu,exp,id,mar,offer,owage,time,work
15129,1,2,3025,1,0,-inf,4,0
15130,1,0,3026,1,0,45284.20634926438,0,0
15131,1,0,3026,1,0,92125.90678657372,1,0
15132,1,0,3026,1,0,8075.646770597259,2,0
15133,1,0,3026,1,1,100681.5189659186,3,1
15134,1,1,3026,1,0,-inf,4,0
15135,1,0,3027,1,0,335406.99502526526,0,0
15136,1,0,3027,1,1,37273.00712172098,1,0
15137,1,0,3027,1,0,72376.52215458904,2,0
15138,1,0,3027,1,0,44033.26341446516,3,0
15139,1,0,3027,1,0,-inf,4,0
15140,1,0,3028,1,0,38540.834628020784,0,0
15141,1,0,3028,1,1,6356.7567743622885,1,0
15142,1,0,3028,1,0,106343.81946000665,2,0
15143,1,0,3028,1,1,75570.30808234133,3,1
15144,1,1,3028,1,0,-inf,4,0
15145,1,0,3029,1,1,5057.849829141121,0,0
15146,1,0,3029,1,1,6830.114834359885,1,1
15147,1,1,3029,1,1,73353.23817448993,2,1
15148,1,2,3029,1,1,23463.77689087913,3,1
15149,1,3,3029,1,0,-inf,4,0
15150,2,0,3030,1,0,23023.136149782535,0,0
15151,2,0,3030,1,0,152539.5091195043,1,0
15152,2,0,3030,1,0,116073.63035653876,2,0
15153,2,0,3030,1,0,1070.2985525308839,3,0
15154,2,0,3030,1,0,-inf,4,0
15155,2,0,3031,1,1,28842.275633627483,0,1
15156,2,1,3031,1,1,92805.82356268029,1,1
15157,2,2,3031,1,1,7326.857814514836,2,0
15158,2,2,3031,1,0,4269.841690918658,3,0
15159,2,2,3031,1,0,-inf,4,0
15160,2,0,3032,1,0,32046.09131268543,0,0
15161,2,0,3032,1,1,24334.356954207004,1,0
15162,2,0,3032,1,1,33411.230202845894,2,1
15163,2,1,3032,1,1,17977.297578013622,3,0
15164,2,1,3032,1,0,-inf,4,0
15165,2,0,3033,1,0,62531.06967009604,0,0
15166,2,0,3033,1,0,15672.39837570496,1,0
15167,2,0,3033,1,0,45613.82327940261,2,0
15168,2,0,3033,1,0,8581.809579864928,3,0
15169,2,0,3033,1,0,-inf,4,0
15170,2,0,3034,1,1,10758.5986713533,0,1
15171,2,1,3034,1,1,166621.7989224805,1,1
15172,2,2,3034,1,1,38985.80797668716,2,0
15173,2,2,3034,1,1,50997.47301465467,3,1
15174,2,3,3034,1,0,-inf,4,0
15175,2,0,3035,1,1,10509.658636283237,0,0
15176,2,0,3035,1,1,2655.751094880459,1,0
15177,2,0,3035,1,0,4349.023793890473,2,0
15178,2,0,3035,1,1,25600.482474905555,3,0
15179,2,0,3035,1,0,-inf,4,0
15180,2,0,3036,1,1,62522.51129362508,0,1
15181,2,1,3036,1,1,13101.54254932154,1,1
15182,2,2,3036,1,1,45825.453432543196,2,1
15183,2,3,3036,1,1,82405.3672857982,3,1
15184,2,4,3036,1,0,-inf,4,0
15185,2,0,3037,1,0,49942.53967278303,0,0
15186,2,0,3037,1,1,201581.40569783602,1,1
15187,2,1,3037,1,1,23395.22497946232,2,1
15188,2,2,3037,1,1,272969.01872923516,3,1
15189,2,3,3037,1,0,-inf,4,0
15190,2,0,3038,1,0,6122.380778767723,0,0
15191,2,0,3038,1,1,10764.71783487551,1,0
15192,2,0,3038,1,0,241232.13104451427,2,0
15193,2,0,3038,1,0,41258.37155924986,3,0
15194,2,0,3038,1,0,-inf,4,0
15195,2,0,3039,1,0,146692.16803861284,0,0
15196,2,0,3039,1,0,35867.00727503652,1,0
15197,2,0,3039,1,0,15983.520775959862,2,0
15198,2,0,3039,1,0,40433.121947160376,3,0
15199,2,0,3039,1,0,-inf,4,0
15200,2,0,3040,1,0,10107.78077660927,0,0
15201,2,0,3040,1,0,54380.751980841684,1,0
15202,2,0,3040,1,0,59383.259319358534,2,0
15203,2,0,3040,1,1,62816.32115882941,3,1
15204,2,1,3040,1,0,-inf,4,0
15205,2,0,3041,1,0,39872.65915047283,0,0
15206,2,0,3041,1,0,23534.3288948086,1,0
15207,2,0,3041,1,1,32114.43060646065,2,1
15208,2,1,3041,1,1,3717.5795130045462,3,0
15209,2,1,3041,1,0,-inf,4,0
15210,2,0,3042,1,1,70965.07773413343,0,1
15211,2,1,3042,1,1,123710.56258741819,1,1
15212,2,2,3042,1,1,28086.91823553347,2,1
15213,2,3,3042,1,1,19402.76135962874,3,0
15214,2,3,3042,1,0,-inf,4,0
15215,2,0,3043,1,1,152467.08632465499,0,1
15216,2,1,3043,1,1,5604.652248958984,1,0
15217,2,1,3043,1,0,321432.90104282333,2,0
15218,2,1,3043,1,1,28556.896232415234,3,0
15219,2,1,3043,1,0,-inf,4,0
15220,2,0,3044,1,1,19041.58032130255,0,0
15221,2,0,3044,1,0,31967.86437276537,1,0
15222,2,0,3044,1,1,54247.23130305308,2,1
15223,2,1,3044,1,1,28511.63566797707,3,1
15224,2,2,3044,1,0,-inf,4,0
15225,2,0,3045,1,1,59729.78138927906,0,1
15226,2,1,3045,1,1,80931.615215892,1,1
15227,2,2,3045,1,1,59925.2116227662,2,1
15228,2,3,3045,1,1,39174.456647901956,3,0
15229,2,3,3045,1,0,-inf,4,0
15230,2,0,3046,1,0,9506.869464422942,0,0
15231,2,0,3046,1,0,162181.85781719384,1,0
15232,2,0,3046,1,1,22381.199959871712,2,0
15233,2,0,3046,1,0,19905.334024085652,3,0
15234,2,0,3046,1,0,-inf,4,0
15235,2,0,3047,1,1,259445.34195711432,0,1
15236,2,1,3047,1,1,167105.13025816742,1,1
15237,2,2,3047,1,1,16729.598852279007,2,0
15238,2,2,3047,1,1,98985.01987286471,3,1
15239,2,3,3047,1,0,-inf,4,0
15240,2,0,3048,1,1,44866.49856019141,0,1
15241,2,1,3048,1,1,277655.83953712205,1,1
15242,2,2,3048,1,1,17962.56497930505,2,1
15243,2,3,3048,1,1,10213.895727350007,3,0
15244,2,3,3048,1,0,-inf,4,0
15245,2,0,3049,1,1,28411.651144894815,0,0
15246,2,0,3049,1,0,37687.53412155256,1,0
15247,2,0,3049,1,1,57527.66914491494,2,0
15248,2,0,3049,1,1,19694.171347202988,3,0
15249,2,0,3049,1,0,-inf,4,0
15250,2,0,3050,0,1,35209.66767773493,0,0
15251,2,0,3050,0,1,36069.73705454622,1,1
15252,2,1,3050,0,1,16385.23623414721,2,0
15253,2,1,3050,0,0,10169.116011459844,3,0
15254,2,1,3050,0,0,-inf,4,0
15255,2,0,3051,0,1,55749.548986011585,0,1
15256,2,1,3051,0,1,31208.960330143876,1,1
15257,2,2,3051,0,1,68417.3413772343,2,1
15258,2,3,3051,0,1,16283.478380588642,3,0
15259,2,3,3051,0,0,-inf,4,0
15260,2,0,3052,0,0,37959.882809856725,0,0
15261,2,0,3052,0,1,202991.62334062895,1,1
15262,2,1,3052,0,1,7367.187658172223,2,0
15263,2,1,3052,0,1,45244.52875109484,3,0
15264,2,1,3052,0,0,-inf,4,0
15265,2,0,3053,0,1,26582.93512529192,0,1
15266,2,1,3053,0,1,8473.330636191375,1,0
15267,2,1,3053,0,1,6206.439168577013,2,1
15268,2,2,3053,0,1,44638.72714816622,3,0
15269,2,2,3053,0,0,-inf,4,0
15270,2,0,3054,0,0,3802.3872638612597,0,0
15271,2,0,3054,0,1,5379.672871925548,1,0
15272,2,0,3054,0,1,24642.536824481886,2,0
15273,2,0,3054,0,0,16491.920928093663,3,0
15274,2,0,3054,0,0,-inf,4,0
15275,2,0,3055,0,0,93532.5587507567,0,0
15276,2,0,3055,0,1,27167.500257511903,1,1
15277,2,1,3055,0,1,75022.13016297207,2,1
15278,2,2,3055,0,1,622082.0470509729,3,1
15279,2,3,3055,0,0,-inf,4,0
15280,2,0,3056,0,0,239292.13889908852,0,0
15281,2,0,3056,0,1,16831.401782634395,1,1
15282,2,1,3056,0,1,30007.66330752161,2,0
15283,2,1,3056,0,1,27860.75604891814,3,0
15284,2,1,3056,0,0,-inf,4,0
15285,2,0,3057,0,1,98851.97498542431,0,1
15286,2,1,3057,0,1,101145.42786803875,1,1
15287,2,2,3057,0,1,1776.9974875026473,2,0
15288,2,2,3057,0,1,110958.93501334371,3,1
15289,2,3,3057,0,0,-inf,4,0
15290,2,0,3058,0,1,4125.7826687615125,0,0
15291,2,0,3058,0,0,10458.751774936005,1,0
15292,2,0,3058,0,0,44955.995421068146,2,0
15293,2,0,3058,0,0,185540.19626276888,3,0
15294,2,0,3058,0,0,-inf,4,0
15295,2,0,3059,0,1,190668.6966170673,0,1
15296,2,1,3059,0,1,97958.24636995055,1,1
15297,2,2,3059,0,1,475026.4402230573,2,1
15298,2,3,3059,0,1,968357.2317914554,3,1
15299,2,4,3059,0,0,-inf,4,0
15300,2,0,3060,0,1,36891.06878463681,0,1
15301,2,1,3060,0,1,178855.45221636575,1,1
15302,2,2,3060,0,1,60753.60837962952,2,0
15303,2,2,3060,0,0,216632.60969096882,3,0
15304,2,2,3060,0,0,-inf,4,0
15305,2,0,3061,0,0,150826.58335358975,0,0
15306,2,0,3061,0,1,769259.754579297,1,1
15307,2,1,3061,0,1,25918.86540162612,2,1
15308,2,2,3061,0,1,459743.24222217134,3,1
15309,2,3,3061,0,0,-inf,4,0
15310,2,0,3062,0,1,73286.54073517662,0,1
15311,2,1,3062,0,1,52165.66782305824,1,0
15312,2,1,3062,0,0,102686.95615956356,2,0
15313,2,1,3062,0,0,18244.936600617802,3,0
15314,2,1,3062,0,0,-inf,4,0
15315,2,0,3063,0,0,117196.3821257628,0,0
15316,2,0,3063,0,1,32186.933705108382,1,1
15317,2,1,3063,0,1,34243.623905683045,2,1
15318,2,2,3063,0,1,35386.519160065094,3,0
15319,2,2,3063,0,0,-inf,4,0
15320,2,0,3064,0,0,13836.355334966835,0,0
15321,2,0,3064,0,1,9402.831285070602,1,0
15322,2,0,3064,0,1,9645.484046984178,2,0
15323,2,0,3064,0,0,15215.003056880987,3,0
15324,2,0,3064,0,0,-inf,4,0
15325,2,0,3065,0,1,65123.45687963063,0,1
15326,2,1,3065,0,1,48499.08477490475,1,1
15327,2,2,3065,0,1,91950.71317721112,2,1
15328,2,3,3065,0,1,6677.155519582805,3,1
15329,2,4,3065,0,0,-inf,4,0
15330,2,0,3066,0,1,10171.51717473306,0,1
15331,2,1,3066,0,1,148217.75187500002,1,1
15332,2,2,3066,0,1,27446.19980032377,2,0
15333,2,2,3066,0,0,65059.705696534,3,0
15334,2,2,3066,0,0,-inf,4,0
15335,2,0,3067,0,0,40710.09404246323,0,0
15336,2,0,3067,0,0,32956.992947262755,1,0
15337,2,0,3067,0,0,34929.96324639841,2,0
15338,2,0,3067,0,0,391059.6672636614,3,0
15339,2,0,3067,0,0,-inf,4,0
15340,2,0,3068,0,1,968780.7931285233,0,1
15341,2,1,3068,0,1,25034.97602987044,1,1
15342,2,2,3068,0,1,123906.10188766224,2,1
15343,2,3,3068,0,1,79943.79775409031,3,0
15344,2,3,3068,0,0,-inf,4,0
15345,2,0,3069,0,1,29980.8291400354,0,1
15346,2,1,3069,0,1,69915.83977162043,1,1
15347,2,2,3069,0,1,36526.468637466474,2,0
15348,2,2,3069,0,1,29981.49172992951,3,0
15349,2,2,3069,0,0,-inf,4,0
15350,1,0,3070,1,0,36245.28096023082,0,0
15351,1,0,3070,1,0,19584.474830410163,1,0
15352,1,0,3070,1,0,4775.453254799078,2,0
15353,1,0,3070,1,0,7302.810319784307,3,0
15354,1,0,3070,1,0,-inf,4,0
15355,1,0,3071,1,0,28165.539643833163,0,0
15356,1,0,3071,1,0,2017.5618643499743,1,0
15357,1,0,3071,1,0,3548.440896334213,2,0
15358,1,0,3071,1,0,19592.385833929016,3,0
15359,1,0,3071,1,0,-inf,4,0
15360,1,0,3072,1,0,97953.19702941812,0,0
15361,1,0,3072,1,1,53864.490620245764,1,0
15362,1,0,3072,1,0,62804.892674481125,2,0
15363,1,0,3072,1,0,34874.62959794189,3,0
15364,1,0,3072,1,0,-inf,4,0
15365,1,0,3073,1,1,11263.207466761498,0,0
15366,1,0,3073,1,1,3358.107741678171,1,1
15367,1,1,3073,1,1,111379.19705933986,2,1
15368,1,2,3073,1,1,33422.242456227184,3,1
15369,1,3,3073,1,0,-inf,4,0
15370,1,0,3074,1,0,79955.68287775088,0,0
15371,1,0,3074,1,0,112389.6386651777,1,0
15372,1,0,3074,1,1,11173.667207725266,2,0
15373,1,0,3074,1,0,77528.53048820091,3,0
15374,1,0,3074,1,0,-inf,4,0
15375,1,0,3075,1,0,214066.20487871484,0,0
15376,1,0,3075,1,1,6283.825457540479,1,1
15377,1,1,3075,1,1,68089.63146711381,2,1
15378,1,2,3075,1,1,225522.80385332898,3,1
15379,1,3,3075,1,0,-inf,4,0
15380,1,0,3076,1,0,4410.91767448614,0,0
15381,1,0,3076,1,0,10284.829228186523,1,0
15382,1,0,3076,1,1,267125.74436986586,2,1
15383,1,1,3076,1,1,15734.333638839633,3,1
15384,1,2,3076,1,0,-inf,4,0
15385,1,0,3077,1,1,5664.014508506718,0,0
15386,1,0,3077,1,0,64662.360707952605,1,0
15387,1,0,3077,1,1,295250.85654709634,2,1
15388,1,1,3077,1,1,48461.85993789223,3,0
15389,1,1,3077,1,0,-inf,4,0
15390,1,0,3078,1,1,106204.37896827448,0,1
15391,1,1,3078,1,1,35796.10265435081,1,1
15392,1,2,3078,1,1,32707.723566564673,2,0
15393,1,2,3078,1,0,125942.31908479739,3,0
15394,1,2,3078,1,0,-inf,4,0
15395,1,0,3079,1,0,16166.708237146157,0,0
15396,1,0,3079,1,1,55241.090660289716,1,1
15397,1,1,3079,1,1,104590.00673148777,2,1
15398,1,2,3079,1,1,6274.841542079214,3,0
15399,1,2,3079,1,0,-inf,4,0
15400,1,0,3080,0,1,50990.53871941486,0,0
15401,1,0,3080,0,0,75657.80760101818,1,0
15402,1,0,3080,0,0,14236.321794759106,2,0
15403,1,0,3080,0,1,74086.56307120244,3,1
15404,1,1,3080,0,0,-inf,4,0
15405,1,0,3081,0,1,40804.42043418956,0,1
15406,1,1,3081,0,1,33342.741026984986,1,1
15407,1,2,3081,0,1,2337.2863594741502,2,0
15408,1,2,3081,0,0,46622.66157066664,3,0
15409,1,2,3081,0,0,-inf,4,0
15410,1,0,3082,0,0,67836.4414579553,0,0
15411,1,0,3082,0,1,11489.56149285162,1,1
15412,1,1,3082,0,1,26016.59205091371,2,1
15413,1,2,3082,0,1,19752.060607183586,3,1
15414,1,3,3082,0,0,-inf,4,0
15415,1,0,3083,0,1,20589.175015710873,0,1
15416,1,1,3083,0,1,64551.61042141645,1,1
15417,1,2,3083,0,1,45839.56528303709,2,1
15418,1,3,3083,0,1,47845.78285934934,3,1
15419,1,4,3083,0,0,-inf,4,0
15420,1,0,3084,0,0,104541.90571989563,0,0
15421,1,0,3084,0,1,10430.409864540237,1,0
15422,1,0,3084,0,1,7478.683472254302,2,1
15423,1,1,3084,0,1,58384.60049050269,3,1
15424,1,2,3084,0,0,-inf,4,0
15425,1,0,3085,0,1,4539.212263617064,0,0
15426,1,0,3085,0,0,27647.619978082403,1,0
15427,1,0,3085,0,1,7501.689864517899,2,1
15428,1,1,3085,0,1,19631.93317291554,3,1
15429,1,2,3085,0,0,-inf,4,0
15430,1,0,3086,0,1,32112.540322735113,0,1
15431,1,1,3086,0,1,18262.210323451254,1,1
15432,1,2,3086,0,1,130124.67174957013,2,1
15433,1,3,3086,0,1,44994.211307661055,3,0
15434,1,3,3086,0,0,-inf,4,0
15435,1,0,3087,0,1,6078.450604497512,0,0
15436,1,0,3087,0,1,112885.81066952375,1,1
15437,1,1,3087,0,1,8845.474058550224,2,0
15438,1,1,3087,0,0,209069.59821400125,3,0
15439,1,1,3087,0,0,-inf,4,0
15440,1,0,3088,0,1,139949.38229752556,0,1
15441,1,1,3088,0,1,57911.242461852344,1,1
15442,1,2,3088,0,1,26305.654756942782,2,1
15443,1,3,3088,0,1,35713.00577611313,3,0
15444,1,3,3088,0,0,-inf,4,0
15445,1,0,3089,0,1,164460.98286112022,0,1
15446,1,1,3089,0,1,4586.949601383151,1,0
15447,1,1,3089,0,0,2148.5742087782496,2,0
15448,1,1,3089,0,1,64671.34085055517,3,1
15449,1,2,3089,0,0,-inf,4,0
15450,2,0,3090,0,0,142310.63501559573,0,0
15451,2,0,3090,0,0,4049.9956393307502,1,0
15452,2,0,3090,0,0,165773.49046565435,2,0
15453,2,0,3090,0,1,212191.28987696138,3,1
15454,2,1,3090,0,0,-inf,4,0
15455,2,0,3091,0,0,25392.356898459762,0,0
15456,2,0,3091,0,1,51587.20199894109,1,1
15457,2,1,3091,0,1,109561.4617966676,2,1
15458,2,2,3091,0,1,171438.91405340083,3,1
15459,2,3,3091,0,0,-inf,4,0
15460,2,0,3092,0,1,66791.56069176919,0,0
15461,2,0,3092,0,1,17336.427749555845,1,0
15462,2,0,3092,0,1,2478.428936732396,2,0
15463,2,0,3092,0,0,47131.574244172814,3,0
15464,2,0,3092,0,0,-inf,4,0
15465,2,0,3093,0,0,57193.602787266784,0,0
15466,2,0,3093,0,1,17303.784941797403,1,1
15467,2,1,3093,0,1,62494.99013445094,2,1
15468,2,2,3093,0,1,20572.88856712951,3,0
15469,2,2,3093,0,0,-inf,4,0
15470,2,0,3094,0,0,11701.886087064559,0,0
15471,2,0,3094,0,0,48913.47987359034,1,0
15472,2,0,3094,0,1,15167.140434518546,2,0
15473,2,0,3094,0,0,30396.800776388136,3,0
15474,2,0,3094,0,0,-inf,4,0
15475,2,0,3095,0,0,44003.36448639501,0,0
15476,2,0,3095,0,0,56932.51094251025,1,0
15477,2,0,3095,0,1,29780.147869945762,2,0
15478,2,0,3095,0,1,128901.94653385843,3,1
15479,2,1,3095,0,0,-inf,4,0
15480,2,0,3096,0,0,118971.68699977809,0,0
15481,2,0,3096,0,1,167917.94944406525,1,1
15482,2,1,3096,0,1,3687.737683969366,2,0
15483,2,1,3096,0,1,327744.89571808727,3,1
15484,2,2,3096,0,0,-inf,4,0
15485,2,0,3097,0,1,40909.47187396044,0,0
15486,2,0,3097,0,0,155353.98302579645,1,0
15487,2,0,3097,0,1,5841.280796729275,2,0
15488,2,0,3097,0,1,39013.55907297171,3,1
15489,2,1,3097,0,0,-inf,4,0
15490,2,0,3098,0,1,16294.9396264769,0,0
15491,2,0,3098,0,1,112724.98353379265,1,1
15492,2,1,3098,0,1,114483.94919687691,2,1
15493,2,2,3098,0,1,138694.69273693772,3,1
15494,2,3,3098,0,0,-inf,4,0
15495,2,0,3099,0,0,5000.1440377343415,0,0
15496,2,0,3099,0,0,41887.75292723172,1,0
15497,2,0,3099,0,0,50587.475290660484,2,0
15498,2,0,3099,0,1,75700.14766909907,3,1
15499,2,1,3099,0,0,-inf,4,0
15500,2,0,3100,1,1,28545.381110079907,0,0
15501,2,0,3100,1,0,92060.06256024663,1,0
15502,2,0,3100,1,1,78875.84665022691,2,1
15503,2,1,3100,1,1,28177.91146448276,3,0
15504,2,1,3100,1,0,-inf,4,0
15505,2,0,3101,1,1,54095.400711108734,0,0
15506,2,0,3101,1,0,2932.840869042537,1,0
15507,2,0,3101,1,0,14317.290384544747,2,0
15508,2,0,3101,1,0,279160.86795152177,3,0
15509,2,0,3101,1,0,-inf,4,0
15510,2,0,3102,1,1,52899.04099041825,0,0
15511,2,0,3102,1,0,60183.96598099748,1,0
15512,2,0,3102,1,1,75284.17840430599,2,1
15513,2,1,3102,1,1,33824.36524478338,3,0
15514,2,1,3102,1,0,-inf,4,0
15515,2,0,3103,1,1,62783.48904655331,0,0
15516,2,0,3103,1,1,3727.985364094298,1,0
15517,2,0,3103,1,1,139107.94850392046,2,1
15518,2,1,3103,1,1,41543.30481941895,3,0
15519,2,1,3103,1,0,-inf,4,0
15520,2,0,3104,1,1,5003.886164362636,0,0
15521,2,0,3104,1,1,17175.33049589671,1,0
15522,2,0,3104,1,1,235976.11658008167,2,1
15523,2,1,3104,1,1,12976.543064341773,3,0
15524,2,1,3104,1,0,-inf,4,0
15525,2,0,3105,1,0,17644.14979190976,0,0
15526,2,0,3105,1,0,24747.57847095202,1,0
15527,2,0,3105,1,0,62857.75052151298,2,0
15528,2,0,3105,1,0,174504.0213037345,3,0
15529,2,0,3105,1,0,-inf,4,0
15530,2,0,3106,1,1,45247.335583527645,0,1
15531,2,1,3106,1,1,37757.3292653227,1,1
15532,2,2,3106,1,1,20316.13064287551,2,1
15533,2,3,3106,1,1,45853.6621731977,3,0
15534,2,3,3106,1,0,-inf,4,0
15535,2,0,3107,1,1,10124.312105021552,0,0
15536,2,0,3107,1,1,8814.355463449521,1,0
15537,2,0,3107,1,0,2042.7563310926118,2,0
15538,2,0,3107,1,0,17893.90098295375,3,0
15539,2,0,3107,1,0,-inf,4,0
15540,2,0,3108,1,0,105343.53324658911,0,0
15541,2,0,3108,1,0,43130.15268921584,1,0
15542,2,0,3108,1,1,19345.457709779912,2,1
15543,2,1,3108,1,1,63026.804143781075,3,1
15544,2,2,3108,1,0,-inf,4,0
15545,2,0,3109,1,1,457629.30826581287,0,1
15546,2,1,3109,1,1,25549.445933569074,1,1
15547,2,2,3109,1,1,7284.412228228205,2,0
15548,2,2,3109,1,1,111477.9802645862,3,1
15549,2,3,3109,1,0,-inf,4,0
15550,1,0,3110,1,1,10468.326126389811,0,1
15551,1,1,3110,1,1,3039.09807250904,1,0
15552,1,1,3110,1,0,8208.411690075973,2,0
15553,1,1,3110,1,0,13563.839009179585,3,0
15554,1,1,3110,1,0,-inf,4,0
15555,1,0,3111,1,0,6228.5802052770705,0,0
15556,1,0,3111,1,1,49185.36891726386,1,1
15557,1,1,3111,1,1,9137.18115247101,2,1
15558,1,2,3111,1,1,18695.535233586626,3,0
15559,1,2,3111,1,0,-inf,4,0
15560,1,0,3112,1,0,8707.735809325273,0,0
15561,1,0,3112,1,1,98519.64701237784,1,1
15562,1,1,3112,1,1,127895.81503932615,2,1
15563,1,2,3112,1,1,29909.303654502502,3,0
15564,1,2,3112,1,0,-inf,4,0
15565,1,0,3113,1,1,7538.1793077728635,0,0
15566,1,0,3113,1,1,48909.82276919147,1,1
15567,1,1,3113,1,1,29469.5073463046,2,1
15568,1,2,3113,1,1,114734.25134678536,3,1
15569,1,3,3113,1,0,-inf,4,0
15570,1,0,3114,1,0,175718.10172771895,0,0
15571,1,0,3114,1,0,17060.566616370626,1,0
15572,1,0,3114,1,1,10425.914826949103,2,0
15573,1,0,3114,1,0,1032.1118400414605,3,0
15574,1,0,3114,1,0,-inf,4,0
15575,1,0,3115,1,0,23804.055307754836,0,0
15576,1,0,3115,1,0,31472.959399917134,1,0
15577,1,0,3115,1,1,285876.8053559037,2,1
15578,1,1,3115,1,1,26221.9560988839,3,0
15579,1,1,3115,1,0,-inf,4,0
15580,1,0,3116,1,1,34953.55629032955,0,1
15581,1,1,3116,1,1,47694.552655951884,1,1
15582,1,2,3116,1,1,34213.70029864451,2,1
15583,1,3,3116,1,1,110418.21436820581,3,1
15584,1,4,3116,1,0,-inf,4,0
15585,1,0,3117,1,0,15727.77917329002,0,0
15586,1,0,3117,1,0,21667.921118901784,1,0
15587,1,0,3117,1,0,49186.04890810272,2,0
15588,1,0,3117,1,0,405750.8200150295,3,0
15589,1,0,3117,1,0,-inf,4,0
15590,1,0,3118,1,0,11682.857954811496,0,0
15591,1,0,3118,1,1,72846.53125988213,1,1
15592,1,1,3118,1,1,12015.318136941258,2,0
15593,1,1,3118,1,0,21651.09128945529,3,0
15594,1,1,3118,1,0,-inf,4,0
15595,1,0,3119,1,0,8462.296307109134,0,0
15596,1,0,3119,1,1,64938.16592443433,1,1
15597,1,1,3119,1,1,8531.576974688975,2,0
15598,1,1,3119,1,1,83324.01695495915,3,0
15599,1,1,3119,1,0,-inf,4,0
15600,0,0,3120,1,1,22677.1485123208,0,1
15601,0,1,3120,1,1,4544.851494114861,1,0
15602,0,1,3120,1,0,79955.60016165779,2,0
15603,0,1,3120,1,0,12817.191744177937,3,0
15604,0,1,3120,1,0,-inf,4,0
15605,0,0,3121,1,0,41698.53261063489,0,0
15606,0,0,3121,1,1,34100.28106141958,1,0
15607,0,0,3121,1,0,13822.036243465369,2,0
15608,0,0,3121,1,0,14899.25788678787,3,0
15609,0,0,3121,1,0,-inf,4,0
15610,0,0,3122,1,0,156969.39449597232,0,0
15611,0,0,3122,1,0,44073.336693677804,1,0
15612,0,0,3122,1,1,92208.05061540933,2,1
15613,0,1,3122,1,1,32162.671838195594,3,0
15614,0,1,3122,1,0,-inf,4,0
15615,0,0,3123,1,1,12609.44434615486,0,1
15616,0,1,3123,1,1,12076.853087063768,1,1
15617,0,2,3123,1,1,13884.48831911795,2,0
15618,0,2,3123,1,0,235962.5422868414,3,0
15619,0,2,3123,1,0,-inf,4,0
15620,0,0,3124,1,0,80782.51311939328,0,0
15621,0,0,3124,1,1,26283.727965149035,1,1
15622,0,1,3124,1,1,3144.6480100170834,2,0
15623,0,1,3124,1,1,53916.716570470824,3,1
15624,0,2,3124,1,0,-inf,4,0
15625,0,0,3125,1,1,15766.088490436721,0,1
15626,0,1,3125,1,1,57332.45285172913,1,1
15627,0,2,3125,1,1,12433.113734597586,2,0
15628,0,2,3125,1,0,5759.17954941724,3,0
15629,0,2,3125,1,0,-inf,4,0
15630,0,0,3126,1,0,31380.007886668922,0,0
15631,0,0,3126,1,0,95716.15089114147,1,0
15632,0,0,3126,1,0,603026.889700471,2,0
15633,0,0,3126,1,1,68108.90501732186,3,0
15634,0,0,3126,1,0,-inf,4,0
15635,0,0,3127,1,1,2858.90941992899,0,0
15636,0,0,3127,1,0,10858.859941971465,1,0
15637,0,0,3127,1,0,16928.944841268276,2,0
15638,0,0,3127,1,1,18663.52206346365,3,1
15639,0,1,3127,1,0,-inf,4,0
15640,0,0,3128,1,0,190598.77036446784,0,0
15641,0,0,3128,1,1,29829.647025793136,1,1
15642,0,1,3128,1,1,8828.503498028316,2,0
15643,0,1,3128,1,1,82801.31791415799,3,1
15644,0,2,3128,1,0,-inf,4,0
15645,0,0,3129,1,0,43150.32641534568,0,0
15646,0,0,3129,1,0,130223.4958501155,1,0
15647,0,0,3129,1,0,7691.709173177894,2,0
15648,0,0,3129,1,0,63443.439996611465,3,0
15649,0,0,3129,1,0,-inf,4,0
15650,1,0,3130,0,1,6848.432452812468,0,0
15651,1,0,3130,0,0,7674.850848885162,1,0
15652,1,0,3130,0,1,95950.095110056,2,1
15653,1,1,3130,0,1,74025.15781648265,3,1
15654,1,2,3130,0,0,-inf,4,0
15655,1,0,3131,0,1,87476.45081060345,0,1
15656,1,1,3131,0,1,2743.307973991453,1,0
15657,1,1,3131,0,0,11078.549519366805,2,0
15658,1,1,3131,0,0,54798.88191030845,3,0
15659,1,1,3131,0,0,-inf,4,0
15660,1,0,3132,0,1,16412.55634414221,0,0
15661,1,0,3132,0,0,8314.287111709706,1,0
15662,1,0,3132,0,1,15198.773985561142,2,1
15663,1,1,3132,0,1,61171.624559142016,3,1
15664,1,2,3132,0,0,-inf,4,0
15665,1,0,3133,0,0,30782.20961080704,0,0
15666,1,0,3133,0,0,3728.031128379075,1,0
15667,1,0,3133,0,0,43426.26283874775,2,0
15668,1,0,3133,0,0,1299.9947864707563,3,0
15669,1,0,3133,0,0,-inf,4,0
15670,1,0,3134,0,1,14106.548183167612,0,1
15671,1,1,3134,0,1,41155.189160001806,1,1
15672,1,2,3134,0,1,290441.3363453612,2,1
15673,1,3,3134,0,1,8183.031761708487,3,0
15674,1,3,3134,0,0,-inf,4,0
15675,1,0,3135,0,1,1109268.902637901,0,1
15676,1,1,3135,0,1,23588.505285911604,1,1
15677,1,2,3135,0,1,78176.14202759891,2,1
15678,1,3,3135,0,1,22313.21336265314,3,0
15679,1,3,3135,0,0,-inf,4,0
15680,1,0,3136,0,0,69336.50103695224,0,0
15681,1,0,3136,0,0,92253.48871563112,1,0
15682,1,0,3136,0,0,11786.0833629464,2,0
