    1,0,1,0,1
    2,0,1,0,1
    3,0,1,0,0
    4,0,2,0,1
    5,0,1,0,1
    6,0,2,0,0
    7,0,1,0,1
    8,0,2,0,1
    9,0,0,0,0
   10,0,2,0,0
   11,0,0,0,0
   12,0,0,0,1
   13,0,1,0,1
   14,0,2,0,0
   15,0,2,0,0
   16,0,2,0,0
   17,0,2,0,0
   18,0,1,0,0
   19,0,1,0,1
   20,0,1,0,0
   21,0,2,0,1
   22,0,1,0,1
   23,0,1,0,0
   24,0,1,0,0
   25,0,0,0,1
   26,0,1,0,1
   27,0,1,0,1
   28,0,2,0,1
   29,0,1,0,0
   30,0,2,0,1
   31,0,2,0,1
   32,0,1,0,1
   33,0,0,0,0
   34,0,1,0,0
   35,0,0,0,1
   36,0,1,0,0
   37,0,1,0,1
   38,0,1,0,1
   39,0,1,0,1
   40,0,1,0,1
   41,0,2,0,1
   42,0,1,0,0
   43,0,2,0,0
   44,0,1,0,0
   45,0,2,0,1
   46,0,0,0,0
   47,0,1,0,0
   48,0,1,0,0
   49,0,2,0,0
   50,0,1,0,0
   51,0,1,0,0
   52,0,2,0,1
   53,0,0,0,0
   54,0,1,0,1
   55,0,1,0,0
   56,0,1,0,1
   57,0,2,0,0
   58,0,1,0,0
   59,0,0,0,0
   60,0,0,0,0
   61,0,1,0,1
   62,0,1,0,0
   63,0,1,0,1
   64,0,1,0,0
   65,0,2,0,1
   66,0,1,0,0
   67,0,2,0,1
   68,0,1,0,0
   69,0,1,0,1
   70,0,2,0,1
   71,0,1,0,0
   72,0,2,0,1
   73,0,1,0,0
   74,0,1,0,1
   75,0,0,0,0
   76,0,0,0,1
   77,0,1,0,0
   78,0,1,0,1
   79,0,1,0,1
   80,0,1,0,0
   81,0,1,0,0
   82,0,2,0,0
   83,0,2,0,0
   84,0,2,0,0
   85,0,1,0,0
   86,0,2,0,0
   87,0,1,0,0
   88,0,2,0,0
   89,0,1,0,1
   90,0,0,0,1
   91,0,1,0,1
   92,0,1,0,0
   93,0,2,0,0
   94,0,2,0,0
   95,0,2,0,1
   96,0,1,0,0
   97,0,2,0,0
   98,0,0,0,1
   99,0,0,0,0
  100,0,0,0,0
  101,0,2,0,1
  102,0,0,0,0
  103,0,2,0,0
  104,0,2,0,1
  105,0,1,0,1
  106,0,1,0,1
  107,0,1,0,0
  108,0,2,0,1
  109,0,1,0,1
  110,0,2,0,1
  111,0,2,0,1
  112,0,1,0,0
  113,0,2,0,0
  114,0,1,0,1
  115,0,2,0,1
  116,0,0,0,1
  117,0,1,0,1
  118,0,1,0,1
  119,0,1,0,0
  120,0,2,0,1
  121,0,1,0,1
  122,0,1,0,1
  123,0,1,0,0
  124,0,1,0,0
  125,0,1,0,1
  126,0,1,0,0
  127,0,2,0,1
  128,0,1,0,0
  129,0,2,0,0
  130,0,2,0,0
  131,0,2,0,0
  132,0,1,0,0
  133,0,0,0,0
  134,0,2,0,1
  135,0,0,0,0
  136,0,1,0,0
  137,0,1,0,0
  138,0,1,0,0
  139,0,1,0,0
  140,0,2,0,0
  141,0,0,0,0
  142,0,2,0,0
  143,0,1,0,1
  144,0,2,0,0
  145,0,1,0,0
  146,0,0,0,1
  147,0,2,0,0
  148,0,2,0,0
  149,0,1,0,0
  150,0,1,0,0
  151,0,1,0,0
  152,0,1,0,0
  153,0,2,0,0
  154,0,1,0,0
  155,0,2,0,1
  156,0,1,0,0
  157,0,2,0,0
  158,0,0,0,1
  159,0,2,0,0
  160,0,1,0,0
  161,0,1,0,1
  162,0,2,0,0
  163,0,2,0,1
  164,0,2,0,0
  165,0,1,0,1
  166,0,2,0,0
  167,0,2,0,1
  168,0,2,0,1
  169,0,2,0,0
  170,0,2,0,1
  171,0,0,0,0
  172,0,1,0,0
  173,0,1,0,1
  174,0,2,0,1
  175,0,0,0,0
  176,0,1,0,0
  177,0,1,0,1
  178,0,2,0,0
  179,0,2,0,1
  180,0,1,0,0
  181,0,1,0,0
  182,0,1,0,1
  183,0,1,0,1
  184,0,2,0,0
  185,0,1,0,0
  186,0,1,0,1
  187,0,0,0,1
  188,0,0,0,1
  189,0,1,0,1
  190,0,1,0,1
  191,0,0,0,1
  192,0,1,0,1
  193,0,2,0,1
  194,0,2,0,1
  195,0,0,0,0
  196,0,0,0,0
  197,0,0,0,0
  198,0,1,0,0
  199,0,1,0,0
  200,0,1,0,0
  201,0,1,0,1
  202,0,1,0,1
  203,0,1,0,1
  204,0,1,0,0
  205,0,0,0,0
  206,0,1,0,1
  207,0,2,0,0
  208,0,2,0,0
  209,0,1,0,0
  210,0,2,0,1
  211,0,1,0,0
  212,0,1,0,0
  213,0,1,0,0
  214,0,2,0,0
  215,0,1,0,0
  216,0,2,0,0
  217,0,1,0,0
  218,0,1,0,0
  219,0,1,0,0
  220,0,1,0,0
  221,0,1,0,1
  222,0,1,0,0
  223,0,0,0,0
  224,0,0,0,0
  225,0,1,0,0
  226,0,0,0,0
  227,0,1,0,0
  228,0,0,0,1
  229,0,1,0,1
  230,0,2,0,0
  231,0,1,0,1
  232,0,2,0,0
  233,0,1,0,1
  234,0,1,0,0
  235,0,1,0,0
  236,0,1,0,0
  237,0,2,0,1
  238,0,1,0,1
  239,0,2,0,1
  240,0,2,0,0
  241,0,1,0,1
  242,0,0,0,0
  243,0,2,0,1
  244,0,1,0,1
  245,0,0,0,0
  246,0,2,0,0
  247,0,0,0,1
  248,0,2,0,1
  249,0,1,0,1
  250,0,1,0,0
  251,0,1,0,0
  252,0,2,0,0
  253,0,2,0,0
  254,0,1,0,1
  255,0,1,0,0
  256,0,2,0,0
  257,0,1,0,0
  258,0,1,0,0
  259,0,1,0,0
  260,0,1,0,0
  261,0,1,0,0
  262,0,1,0,0
  263,0,2,0,1
  264,0,2,0,0
  265,0,1,0,1
  266,0,0,0,1
  267,0,1,0,0
  268,0,1,0,0
  269,0,1,0,1
  270,0,0,0,0
  271,0,1,0,0
  272,0,2,0,0
  273,0,0,0,1
  274,0,0,0,1
  275,0,2,0,0
  276,0,1,0,0
  277,0,2,0,1
  278,0,2,0,0
  279,0,1,0,0
  280,0,1,0,1
  281,0,1,0,0
  282,0,1,0,1
  283,0,2,0,1
  284,0,2,0,0
  285,0,2,0,0
  286,0,1,0,1
  287,0,1,0,0
  288,0,2,0,0
  289,0,1,0,1
  290,0,1,0,0
  291,0,2,0,0
  292,0,0,0,1
  293,0,2,0,0
  294,0,1,0,1
  295,0,1,0,0
  296,0,0,0,1
  297,0,1,0,1
  298,0,2,0,0
  299,0,1,0,1
  300,0,1,0,0
  301,0,2,0,0
  302,0,1,0,1
  303,0,1,0,1
  304,0,2,0,1
  305,0,2,0,1
  306,0,2,0,0
  307,0,2,0,0
  308,0,1,0,1
  309,0,1,0,0
  310,0,2,0,0
  311,0,2,0,1
  312,0,1,0,1
  313,0,0,0,1
  314,0,1,0,0
  315,0,1,0,1
  316,0,2,0,1
  317,0,1,0,0
  318,0,0,0,0
  319,0,1,0,1
  320,0,1,0,0
  321,0,0,0,0
  322,0,2,0,1
  323,0,1,0,1
  324,0,1,0,0
  325,0,1,0,0
  326,0,2,0,1
  327,0,2,0,0
  328,0,0,0,0
  329,0,0,0,0
  330,0,0,0,0
