1	4.3555298	4.3555298	1.8978959	5.1220989	4.6821394
2	4.5167351	4.404696	1.7149121	5.3160763	4.8105187
3	4.51963	4.3491096	1.7554685	5.2774992	4.7774758
4	4.5004992	4.3593817	1.7403964	5.3088398	4.8071184
5	4.504775	4.2579346	1.7684896	5.3130331	4.8073692
6	4.5025125	4.3378248	1.7507883	5.3117723	4.8143067
7	4.5002275	4.3869638	1.711971	5.3151102	4.8160553
8	4.5061235	4.3620701	1.740677	5.3133831	4.8099155
9	4.5056748	4.378613	1.758907	5.329381	4.8092723
10	4.5182853	4.419704	1.7553893	5.3096814	4.8033757
11	4.5029831	4.3168044	1.7189057	5.3383632	4.8312802
12	4.4935918	4.3683419	1.7558855	5.3017225	4.8021998
13	4.505301	4.3423181	1.7071278	5.308877	4.8066678
14	4.5050378	4.4287343	1.7317744	5.3359075	4.8342566
15	4.5039406	4.2575936	1.7038829	5.331409	4.8193712
16	4.5084696	4.3363805	1.729524	5.3208489	4.819664
17	4.4940624	4.3857069	1.7396495	5.3072567	4.8011074
18	4.5060391	4.4406061	1.7634174	5.3187017	4.8109183
19	4.5008531	4.3886156	1.7585762	5.3101177	4.7976265
20	4.5030441	4.3081384	1.7622459	5.3143897	4.8091917
21	4.4939632	4.357038	1.7332813	5.3274083	4.8263865
22	4.5080132	4.3415179	1.7184714	5.3169646	4.8198223
23	4.4932671	4.2694492	1.7322477	5.3204045	4.8174591
24	4.5060077	4.3496928	1.716061	5.324996	4.8207774
25	4.4737921	4.309938	1.7582839	5.3210988	4.8191686
26	4.5084944	4.3672733	1.7311758	5.3146214	4.8029947
27	4.5048428	4.290194	1.7185279	5.316802	4.8098636
28	4.4907823	4.5028391	1.7564143	5.3166022	4.8145022
29	4.4971614	4.3967094	1.7626971	5.3228426	4.8238173
30	4.507659	4.3586059	1.7280066	5.3317647	4.8241253
31	4.4982958	4.3614259	1.7270485	5.3314662	4.8117952
32	4.5021939	4.3445096	1.7228078	5.3197021	4.8173699
33	4.5159812	4.3596787	1.7454295	5.3176336	4.8137565
34	4.5030899	4.3842478	1.7055757	5.3120694	4.810277
35	4.5237455	4.3375034	1.7453557	5.3367553	4.8300982
36	4.5157843	4.3920341	1.7157888	5.322206	4.8143225
37	4.5089884	4.3551025	1.7194911	5.3077364	4.8142052
38	4.523726	4.3120017	1.7298135	5.3423548	4.839745
39	4.509901	4.4660015	1.7140695	5.3204794	4.8053994
40	4.5215034	4.4208279	1.7904938	5.3167109	4.8116083
41	4.5265751	4.3907108	1.6971102	5.309885	4.8033423
42	4.5172372	4.4474745	1.7326233	5.3195596	4.8126307
43	4.5172186	4.3400664	1.7265422	5.3410726	4.8389139
44	4.5027018	4.3411813	1.715736	5.3176522	4.810957
45	4.5051818	4.3600121	1.721343	5.302763	4.8050375
46	4.5153627	4.2282534	1.6990448	5.3217392	4.8064637
47	4.4911909	4.321816	1.7404188	5.3168988	4.821805
48	4.5013156	4.2739305	1.7236309	5.3324022	4.823822
49	4.5228167	4.4088416	1.7867267	5.324419	4.8275824
50	4.5182819	4.3191328	1.7096338	5.3265758	4.815793
51	4.4980636	4.3057823	1.7701809	5.3261547	4.8198228
52	4.5090032	4.4294176	1.7331053	5.3349123	4.8267045
53	4.5056939	4.3806124	1.7454052	5.3167744	4.8127651
54	4.4952135	4.2085552	1.7328534	5.3034101	4.7989573
55	4.5006118	4.3195276	1.7393569	5.3269649	4.8162241
56	4.5028377	4.3329239	1.7439065	5.3088384	4.8106303
57	4.4996843	4.3375854	1.7001145	5.3170986	4.8116426
58	4.5098662	4.2434454	1.7485899	5.3513927	4.8349004
59	4.5101061	4.3462644	1.7139529	5.3380756	4.8362746
60	4.51723	4.322114	1.7150575	5.3293939	4.8231392
61	4.5052032	4.2512841	1.7220209	5.3105001	4.8063388
62	4.509851	4.3286881	1.7263381	5.3199935	4.8131199
63	4.5035639	4.3304782	1.77765	5.33885	4.8281922
64	4.4946675	4.3158245	1.7508589	5.3190489	4.8036036
65	4.5225792	4.4430637	1.7752706	5.3430257	4.8254328
66	4.4869094	4.3431678	1.7277253	5.3314223	4.8237281
67	4.5095682	4.3066478	1.7377014	5.3378539	4.8254795
68	4.5121298	4.4398532	1.7325875	5.3343205	4.8244724
