69	4.4928327	4.3961658	1.7161691	5.3351455	4.8286843
70	4.4715633	4.3953185	1.7046002	5.3131261	4.8069491
71	4.5143108	4.3845487	1.7456923	5.3167601	4.8199172
72	4.496892	4.349896	1.779588	5.3391342	4.8358445
73	4.4952946	4.3441133	1.6981516	5.2918887	4.7909751
74	4.4937124	4.4452248	1.7205693	5.3224688	4.8128638
75	4.5308475	4.4415841	1.7222953	5.3265982	4.8232536
76	4.5309219	4.3729129	1.7246027	5.328918	4.8261175
77	4.4845872	4.2924085	1.7021176	5.2947044	4.7961693
78	4.5220571	4.4055519	1.744638	5.3057508	4.8058443
79	4.494503	4.3671727	1.7550378	5.347096	4.8327188
80	4.5152287	4.2818151	1.7197703	5.3403893	4.8313341
81	4.5154033	4.3797994	1.7412082	5.3176351	4.8068113
82	4.5048299	4.3769741	1.7164172	5.3117819	4.8024263
83	4.499547	4.3613634	1.7465904	5.3231606	4.8197608
84	4.5022612	4.4101262	1.7293826	5.3440347	4.8383627
85	4.5045772	4.3172426	1.7293222	5.3270922	4.8267217
86	4.4978752	4.3451023	1.7333755	5.3354592	4.8305607
87	4.4948311	4.3997869	1.7014275	5.3091393	4.8117762
88	4.5136032	4.32481	1.7800205	5.3231339	4.8214922
89	4.5174694	4.3389902	1.7780137	5.326107	4.8094053
90	4.5040584	4.3699136	1.6978965	5.3061438	4.7993975
91	4.4887228	4.3287625	1.7300261	5.3234911	4.8224058
92	4.5182219	4.3591928	1.7393849	5.3099236	4.8072777
93	4.4968648	4.296391	1.7553535	5.3214502	4.8167195
94	4.484231	4.3795676	1.7283113	5.3111334	4.8036318
95	4.5031457	4.328886	1.6986955	5.335803	4.8251443
96	4.4991374	4.341023	1.7576318	5.3229337	4.820703
97	4.4829707	4.2678685	1.7549399	5.3211298	4.8226004
98	4.5143862	4.3356829	1.7281004	5.3258014	4.8143244
99	4.5099564	4.3594279	1.753672	5.3139715	4.8139133
100	4.5217705	4.3161464	1.717224	5.3008094	4.8002772
101	4.5070672	4.3624463	1.7539227	5.3353105	4.8192954
