0.000	1.000	0.035	0.042	0.000	-1.248	-0.123	-0.906	-0.070	-0.706	0.147
1.000	1.000	0.036	0.040	0.000	-1.267	-0.127	-0.904	-0.071	-0.690	0.145
2.000	1.000	0.035	0.043	0.000	-1.247	-0.127	-0.927	-0.082	-0.703	0.143
3.000	1.000	0.036	0.043	0.000	-1.260	-0.125	-0.951	-0.069	-0.613	0.147
4.000	1.000	0.036	0.042	0.000	-1.203	-0.125	-0.902	-0.069	-0.731	0.148
5.000	1.000	0.036	0.039	0.000	-1.277	-0.122	-0.911	-0.068	-0.697	0.148
6.000	1.000	0.035	0.042	0.000	-1.259	-0.124	-0.908	-0.071	-0.714	0.148
7.000	1.000	0.036	0.041	0.000	-1.211	-0.121	-0.913	-0.068	-0.639	0.148
8.000	1.000	0.036	0.041	0.000	-1.301	-0.126	-0.883	-0.073	-0.739	0.146
9.000	1.000	0.036	0.042	0.000	-1.278	-0.120	-0.876	-0.067	-0.703	0.147
10.000	1.000	0.035	0.041	0.000	-1.247	-0.125	-0.921	-0.068	-0.735	0.147
11.000	1.000	0.035	0.042	0.000	-1.291	-0.130	-0.916	-0.071	-0.733	0.147
12.000	1.000	0.036	0.043	0.000	-1.212	-0.115	-0.854	-0.066	-0.709	0.148
13.000	1.000	0.033	0.043	0.000	-1.188	-0.118	-0.926	-0.067	-0.708	0.145
14.000	1.000	0.036	0.040	0.000	-1.197	-0.111	-0.919	-0.068	-0.676	0.148
15.000	1.000	0.035	0.043	0.000	-1.236	-0.118	-0.861	-0.064	-0.661	0.150
16.000	1.000	0.034	0.043	0.000	-1.251	-0.125	-0.956	-0.074	-0.681	0.147
17.000	1.000	0.037	0.045	0.000	-1.299	-0.122	-0.916	-0.070	-0.646	0.148
18.000	1.000	0.036	0.043	0.000	-1.293	-0.129	-0.930	-0.067	-0.748	0.142
19.000	1.000	0.036	0.040	0.000	-1.267	-0.120	-0.887	-0.071	-0.682	0.144
20.000	1.000	0.036	0.042	0.000	-1.248	-0.123	-0.902	-0.067	-0.771	0.146
21.000	1.000	0.036	0.041	0.000	-1.202	-0.117	-0.892	-0.064	-0.731	0.147
22.000	1.000	0.035	0.042	0.000	-1.205	-0.119	-0.927	-0.061	-0.699	0.147
23.000	1.000	0.035	0.043	0.000	-1.246	-0.121	-0.880	-0.068	-0.727	0.147
24.000	1.000	0.034	0.042	0.000	-1.272	-0.126	-0.942	-0.067	-0.742	0.147
25.000	1.000	0.034	0.044	0.000	-1.248	-0.121	-0.923	-0.073	-0.710	0.144
26.000	1.000	0.036	0.047	-0.001	-1.329	-0.121	-0.938	-0.071	-0.669	0.147
27.000	1.000	0.035	0.040	0.000	-1.265	-0.126	-0.891	-0.061	-0.690	0.152
28.000	1.000	0.036	0.039	0.000	-1.222	-0.113	-0.889	-0.065	-0.706	0.147
29.000	1.000	0.035	0.041	0.000	-1.243	-0.118	-0.906	-0.072	-0.705	0.148
30.000	1.000	0.036	0.043	0.000	-1.245	-0.113	-0.896	-0.065	-0.672	0.149
31.000	1.000	0.035	0.042	0.000	-1.235	-0.121	-0.897	-0.067	-0.656	0.148
32.000	1.000	0.035	0.042	0.000	-1.226	-0.123	-0.891	-0.068	-0.629	0.147
33.000	1.000	0.035	0.040	0.000	-1.270	-0.126	-0.850	-0.072	-0.749	0.149
34.000	1.000	0.037	0.043	0.000	-1.260	-0.128	-0.901	-0.076	-0.698	0.145
35.000	1.000	0.036	0.042	0.000	-1.223	-0.120	-0.898	-0.068	-0.687	0.148
36.000	1.000	0.035	0.043	0.000	-1.265	-0.136	-0.916	-0.074	-0.686	0.147
37.000	1.000	0.034	0.042	0.000	-1.225	-0.116	-0.896	-0.066	-0.723	0.147
38.000	1.000	0.035	0.043	0.000	-1.240	-0.126	-0.891	-0.073	-0.726	0.146
39.000	1.000	0.033	0.041	0.000	-1.269	-0.120	-0.945	-0.072	-0.699	0.145
40.000	1.000	0.036	0.043	0.000	-1.212	-0.122	-0.922	-0.071	-0.657	0.148
41.000	1.000	0.034	0.043	0.000	-1.317	-0.127	-0.897	-0.076	-0.692	0.146
42.000	1.000	0.036	0.042	0.000	-1.258	-0.131	-0.903	-0.067	-0.744	0.147
43.000	1.000	0.036	0.043	0.000	-1.231	-0.126	-0.897	-0.072	-0.695	0.149
44.000	1.000	0.037	0.039	0.000	-1.264	-0.128	-0.912	-0.072	-0.644	0.145
45.000	1.000	0.034	0.042	0.000	-1.270	-0.122	-0.904	-0.065	-0.688	0.147
46.000	1.000	0.035	0.046	0.000	-1.245	-0.121	-0.842	-0.071	-0.654	0.151
47.000	1.000	0.036	0.038	0.000	-1.260	-0.124	-0.911	-0.068	-0.712	0.146
48.000	1.000	0.034	0.041	0.000	-1.249	-0.124	-0.890	-0.070	-0.696	0.146
49.000	1.000	0.034	0.041	0.000	-1.241	-0.118	-0.910	-0.069	-0.663	0.146
50.000	1.000	0.037	0.044	0.000	-1.248	-0.119	-0.867	-0.069	-0.661	0.149
51.000	1.000	0.034	0.044	0.000	-1.281	-0.125	-0.913	-0.071	-0.746	0.149
52.000	1.000	0.035	0.042	0.000	-1.254	-0.127	-0.899	-0.071	-0.713	0.148
53.000	1.000	0.034	0.049	-0.001	-1.262	-0.140	-0.934	-0.082	-0.677	0.147
54.000	1.000	0.036	0.042	0.000	-1.161	-0.122	-0.882	-0.074	-0.671	0.149
55.000	1.000	0.038	0.039	0.000	-1.193	-0.126	-0.873	-0.067	-0.732	0.150
56.000	1.000	0.034	0.043	0.000	-1.213	-0.115	-0.895	-0.065	-0.654	0.146
57.000	1.000	0.035	0.042	0.000	-1.281	-0.130	-0.887	-0.068	-0.709	0.149
58.000	1.000	0.035	0.042	0.000	-1.250	-0.123	-0.900	-0.073	-0.699	0.148
59.000	1.000	0.034	0.039	0.000	-1.260	-0.122	-0.940	-0.066	-0.754	0.148
60.000	1.000	0.036	0.041	0.000	-1.214	-0.118	-0.860	-0.073	-0.700	0.147
61.000	1.000	0.035	0.044	0.000	-1.224	-0.124	-0.952	-0.074	-0.707	0.146
62.000	1.000	0.034	0.042	0.000	-1.267	-0.127	-0.930	-0.070	-0.712	0.148
63.000	1.000	0.035	0.044	0.000	-1.259	-0.125	-0.945	-0.077	-0.712	0.144
64.000	1.000	0.035	0.043	0.000	-1.299	-0.122	-0.852	-0.067	-0.706	0.147
65.000	1.000	0.037	0.041	0.000	-1.260	-0.120	-0.884	-0.071	-0.632	0.147
66.000	1.000	0.034	0.045	0.000	-1.207	-0.124	-0.914	-0.069	-0.715	0.151
67.000	1.000	0.037	0.043	0.000	-1.232	-0.128	-0.894	-0.072	-0.720	0.149
68.000	1.000	0.035	0.043	0.000	-1.299	-0.131	-0.885	-0.068	-0.688	0.147
69.000	1.000	0.036	0.044	0.000	-1.233	-0.126	-0.892	-0.074	-0.676	0.147
70.000	1.000	0.034	0.038	0.000	-1.269	-0.120	-0.901	-0.070	-0.725	0.147
71.000	1.000	0.035	0.040	0.000	-1.260	-0.136	-0.880	-0.075	-0.711	0.148
72.000	1.000	0.035	0.044	0.000	-1.225	-0.125	-0.899	-0.072	-0.678	0.148
73.000	1.000	0.037	0.043	0.000	-1.225	-0.136	-0.901	-0.076	-0.663	0.149
74.000	1.000	0.036	0.041	0.000	-1.249	-0.131	-0.887	-0.068	-0.718	0.149
75.000	1.000	0.035	0.040	0.000	-1.239	-0.120	-0.909	-0.069	-0.721	0.150
76.000	1.000	0.034	0.044	0.000	-1.315	-0.124	-0.911	-0.073	-0.643	0.146
77.000	1.000	0.036	0.041	0.000	-1.248	-0.119	-0.902	-0.065	-0.720	0.147
78.000	1.000	0.038	0.041	0.000	-1.202	-0.112	-0.912	-0.064	-0.742	0.147
79.000	1.000	0.035	0.043	0.000	-1.213	-0.115	-0.924	-0.067	-0.703	0.146
80.000	1.000	0.035	0.042	0.000	-1.264	-0.115	-0.882	-0.068	-0.708	0.145
81.000	1.000	0.037	0.044	0.000	-1.265	-0.119	-0.883	-0.064	-0.707	0.147
82.000	1.000	0.034	0.039	0.000	-1.269	-0.123	-0.882	-0.067	-0.716	0.144
83.000	1.000	0.035	0.043	0.000	-1.255	-0.130	-0.875	-0.072	-0.670	0.148
84.000	1.000	0.035	0.044	0.000	-1.302	-0.121	-0.883	-0.068	-0.672	0.145
85.000	1.000	0.035	0.044	0.000	-1.191	-0.124	-0.908	-0.069	-0.654	0.144
86.000	1.000	0.036	0.042	0.000	-1.259	-0.120	-0.918	-0.073	-0.757	0.144
87.000	1.000	0.035	0.041	0.000	-1.206	-0.128	-0.922	-0.072	-0.704	0.148
88.000	1.000	0.037	0.047	0.000	-1.301	-0.129	-0.895	-0.075	-0.705	0.147
89.000	1.000	0.035	0.040	0.000	-1.255	-0.129	-0.906	-0.080	-0.699	0.148
90.000	1.000	0.034	0.039	0.000	-1.280	-0.119	-0.933	-0.067	-0.735	0.146
91.000	1.000	0.035	0.044	0.000	-1.299	-0.136	-0.883	-0.074	-0.716	0.145
92.000	1.000	0.036	0.042	0.000	-1.235	-0.118	-0.896	-0.068	-0.697	0.144
93.000	1.000	0.033	0.043	0.000	-1.246	-0.121	-0.911	-0.065	-0.698	0.147
94.000	1.000	0.035	0.042	0.000	-1.258	-0.111	-0.917	-0.063	-0.688	0.145
95.000	1.000	0.035	0.042	0.000	-1.231	-0.117	-0.952	-0.071	-0.691	0.143
96.000	1.000	0.035	0.042	0.000	-1.205	-0.110	-0.909	-0.068	-0.695	0.145
