.45687076	0	.52894527
.64203417	1	.50210047
.18465851	2	.42014149
.333758	3	.52272713
.28258839	4	.45513186
.54270524	5	.51964718
.70278203	6	.54135376
.67384595	7	.4858416
.45317212	8	.49260315
.027838754	9	.54106688
.24886493	10	.49216455
.22867122	11	.46866226
.15468156	12	.45520872
.24909283	13	.53439432
.64463335	14	.51256728
.36126366	15	.49628896
.097200423	16	.59447575
.069763906	17	.53010523
-.034284163	18	.57923663
.54390693	19	.58424687
.41453674	20	.54707468
.47583556	21	.57051587
.55200797	22	.5703826
.65907854	23	.55560708
.73485881	24	.52305186
1.3988024	25	.50076723
.31062183	26	.46857426
.77880061	27	.4516924
.91220629	28	.42614123
-.090168379	29	.51909357
.66020811	30	.55883598
.17702276	31	.46501985
.63706803	32	.54774344
.63153958	33	.52377826
.5252502	34	.50100577
1.1394353	35	.56142312
.078784965	36	.49058002
.069057405	37	.5762642
-.010150562	38	.53449529
.67793155	39	.4852702
.25974384	40	.57080632
.34250528	41	.49802208
.72853959	42	.57929599
1.0203685	43	.54570073
.30834976	44	.51587844
.57674164	45	.59931397
.48126677	46	.54171377
.31325352	47	.60741872
.54495043	48	.43173134
.49010766	49	.57118088
-.11652822	50	.54780573
.55865598	51	.47194052
.59871686	52	.53992665
-.12378826	53	.52807081
.97981071	54	.56640887
.60785002	55	.49660367
.094741315	56	.49859849
.50336921	57	.5207209
.76846921	58	.48655334
.48716259	59	.55305612
.6736387	60	.58263624
.48483253	61	.56223124
.47054419	62	.5893057
1.2361839	63	.59743774
-.14479339	64	.43448287
.28577325	65	.4449665
.57846206	66	.49620697
1.3107575	67	.54691273
.64350086	68	.51355475
.26142031	69	.41233307
.5855937	70	.5411253
2.1016493	71	.53056413
.037557233	72	.53203046
-.24564289	73	.51648808
.40901992	74	.4386231
1.0397009	75	.54196626
.044343136	76	.62125295
.37687421	77	.58525038
.89313495	78	.57274276
.53719354	79	.47689506
.45035052	80	.54876101
.78666067	81	.45266238
-.016115703	82	.50814426
.35412714	83	.52451581
.41455984	84	.55092156
.58808047	85	.55261427
.3741588	86	.51013505
.91535115	87	.59140092
.20874764	88	.52803719
.48248309	89	.55327243
.48918056	90	.48937938
.45317212	91	.55641878
.84702271	92	.57510251
.80774808	93	.48956794
.80362654	94	.58051479
.31203097	95	.52521151
.3857829	96	.562491
.74992818	97	.50784886
.099166214	98	.49175653
.54719687	99	.53659672
.30374727	100	.55803233
